,Title,Posted,Budget,Duration(Days),number of offers,Link,Category_English,Category_Arabic
478,واجهة لمبنى متعدد الإستخدام لمول تجاري إداري سكني,2025-05-16,175.0,1.0,12,https://mostaql.com/project/1085447-%D9%88%D8%A7%D8%AC%D9%87%D8%A9-%D9%84%D9%85%D8%A8%D9%86%D9%89-%D9%85%D8%AA%D8%B9%D8%AF%D8%AF-%D8%A7%D9%84%D8%A5%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%84%D9%85%D9%88%D9%84-%D8%AA%D8%AC%D8%A7%D8%B1%D9%8A-%D8%A5%D8%AF%D8%A7%D8%B1%D9%8A-%D8%B3%D9%83%D9%86%D9%8A,Web Development,تطوير الويب
479,مساعدة لرفع عدد 4 تطبيقات على جوجل بلاي وآب ستور,2025-05-16,75.0,7.0,4,https://mostaql.com/project/1085359-%D9%85%D8%B3%D8%A7%D8%B9%D8%AF%D8%A9-%D9%84%D8%B1%D9%81%D8%B9-%D8%B9%D8%AF%D8%AF-4-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82%D8%A7%D8%AA-%D8%B9%D9%84%D9%89-%D8%AC%D9%88%D8%AC%D9%84-%D8%A8%D9%84%D8%A7%D9%8A-%D9%88%D8%A2%D8%A8-%D8%B3%D8%AA%D9%88%D8%B1,Web Development,تطوير الويب
480,بوتات وي بوك دفعات وسحب تذاكر,2025-05-16,75.0,4.0,14,https://mostaql.com/project/1084969-%D8%A8%D9%88%D8%AA%D8%A7%D8%AA-%D9%88%D9%8A-%D8%A8%D9%88%D9%83-%D8%AF%D9%81%D8%B9%D8%A7%D8%AA-%D9%88%D8%B3%D8%AD%D8%A8-%D8%AA%D8%B0%D8%A7%D9%83%D8%B1,Web Development,تطوير الويب
481,عمل مشروع برنامج كروت للكافيهات,2025-05-16,1750.0,30.0,15,https://mostaql.com/project/1085476-%D8%B9%D9%85%D9%84-%D9%85%D8%B4%D8%B1%D9%88%D8%B9-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D9%83%D8%B1%D9%88%D8%AA-%D9%84%D9%84%D9%83%D8%A7%D9%81%D9%8A%D9%87%D8%A7%D8%AA,Web Development,تطوير الويب
482,مشروع منصة حجوزات الرحلات,2025-05-16,375.0,60.0,10,https://mostaql.com/project/1085266-%D9%85%D8%B4%D8%B1%D9%88%D8%B9-%D9%85%D9%86%D8%B5%D8%A9-%D8%AD%D8%AC%D9%88%D8%B2%D8%A7%D8%AA-%D8%A7%D9%84%D8%B1%D8%AD%D9%84%D8%A7%D8%AA,Web Development,تطوير الويب
483,حل مشكلة تقنية لموقعين,2025-05-16,37.5,1.0,8,https://mostaql.com/project/1085357-%D8%AD%D9%84-%D9%85%D8%B4%D9%83%D9%84%D8%A9-%D8%AA%D9%82%D9%86%D9%8A%D8%A9-%D9%84%D9%85%D9%88%D9%82%D8%B9%D9%8A%D9%86,Web Development,تطوير الويب
484,إختبار تطبيق ولوحة تحكم,2025-05-16,75.0,20.0,2,https://mostaql.com/project/1044934-%D8%A5%D8%AE%D8%AA%D8%A8%D8%A7%D8%B1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%88%D9%84%D9%88%D8%AD%D8%A9-%D8%AA%D8%AD%D9%83%D9%85,Web Development,تطوير الويب
485,نظام مبيعات لمغسلة ملابس وصالون رجالي متعدد الفروع,2025-05-16,175.0,7.0,12,https://mostaql.com/project/1085185-%D9%86%D8%B8%D8%A7%D9%85-%D9%85%D8%A8%D9%8A%D8%B9%D8%A7%D8%AA-%D9%84%D9%85%D8%BA%D8%B3%D9%84%D8%A9-%D9%85%D9%84%D8%A7%D8%A8%D8%B3-%D9%88%D8%B5%D8%A7%D9%84%D9%88%D9%86-%D8%B1%D8%AC%D8%A7%D9%84%D9%8A-%D9%85%D8%AA%D8%B9%D8%AF%D8%AF-%D8%A7%D9%84%D9%81%D8%B1%D9%88%D8%B9,ERP / CRM Systems,أنظمة ERP / CRM
486,عمل شات بوت للواتساب,2025-05-16,175.0,15.0,11,https://mostaql.com/project/1085473-%D8%B9%D9%85%D9%84-%D8%B4%D8%A7%D8%AA-%D8%A8%D9%88%D8%AA-%D9%84%D9%84%D9%88%D8%A7%D8%AA%D8%B3%D8%A7%D8%A8,Web Development,تطوير الويب
487,محلل نظم محترف لديه خبرة فعلية في مشاريع أنظمة التشغيل أو التحكم في محطات الوقود,2025-05-16,175.0,10.0,15,https://mostaql.com/project/1085291-%D9%85%D8%AD%D9%84%D9%84-%D9%86%D8%B8%D9%85-%D9%85%D8%AD%D8%AA%D8%B1%D9%81-%D9%84%D8%AF%D9%8A%D9%87-%D8%AE%D8%A8%D8%B1%D8%A9-%D9%81%D8%B9%D9%84%D9%8A%D8%A9-%D9%81%D9%8A-%D9%85%D8%B4%D8%A7%D8%B1%D9%8A%D8%B9-%D8%A3%D9%86%D8%B8%D9%85%D8%A9-%D8%A7%D9%84%D8%AA%D8%B4%D8%BA%D9%8A%D9%84-%D8%A3%D9%88-%D8%A7%D9%84%D8%AA%D8%AD%D9%83%D9%85-%D9%81%D9%8A-%D9%85%D8%AD%D8%B7%D8%A7%D8%AA-%D8%A7%D9%84%D9%88%D9%82%D9%88%D8%AF,Networking,الشبكات
488,ربط بوابة دفع,2025-05-16,37.5,7.0,5,https://mostaql.com/project/1085181-%D8%B1%D8%A8%D8%B7-%D8%A8%D9%88%D8%A7%D8%A8%D8%A9-%D8%AF%D9%81%D8%B9,Web Development,تطوير الويب
489,تصميم و تطوير موقع شخصي إحترافي بإستخدام ووردبريس,2025-05-16,75.0,7.0,17,https://mostaql.com/project/1085288-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%88-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%85%D9%88%D9%82%D8%B9-%D8%B4%D8%AE%D8%B5%D9%8A-%D8%A5%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A-%D8%A8%D8%A5%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%88%D9%88%D8%B1%D8%AF%D8%A8%D8%B1%D9%8A%D8%B3,Web Development,تطوير الويب
490,إنشاء منصة تدريب إلكترونية احترافية لمجالات التجارة,2025-05-16,375.0,15.0,15,https://mostaql.com/project/1085446-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%85%D9%86%D8%B5%D8%A9-%D8%AA%D8%AF%D8%B1%D9%8A%D8%A8-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A%D8%A9-%D8%A7%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A%D8%A9-%D9%84%D9%85%D8%AC%D8%A7%D9%84%D8%A7%D8%AA-%D8%A7%D9%84%D8%AA%D8%AC%D8%A7%D8%B1%D8%A9,Web Development,تطوير الويب
491,تصميم واجهة وتجربة مستخدم,2025-05-16,175.0,10.0,5,https://mostaql.com/project/1085179-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%88%D8%A7%D8%AC%D9%87%D8%A9-%D9%88%D8%AA%D8%AC%D8%B1%D8%A8%D8%A9-%D9%85%D8%B3%D8%AA%D8%AE%D8%AF%D9%85,Mobile Development,تطوير الهاتف المحمول
492,طلب تنفيذ مشروع نظام إلكتروني لإدارة المهام والملفات,2025-05-16,175.0,30.0,31,https://mostaql.com/project/1085221-%D8%B7%D9%84%D8%A8-%D8%AA%D9%86%D9%81%D9%8A%D8%B0-%D9%85%D8%B4%D8%B1%D9%88%D8%B9-%D9%86%D8%B8%D8%A7%D9%85-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D9%84%D8%A5%D8%AF%D8%A7%D8%B1%D8%A9-%D8%A7%D9%84%D9%85%D9%87%D8%A7%D9%85-%D9%88%D8%A7%D9%84%D9%85%D9%84%D9%81%D8%A7%D8%AA,Web Development,تطوير الويب
493,مطور ووردبريس لتطوير موقع تجارة إلكترونية من تصميم Figma,2025-05-16,375.0,10.0,2,https://mostaql.com/project/1085360-%D9%85%D8%B7%D9%88%D8%B1-%D9%88%D9%88%D8%B1%D8%AF%D8%A8%D8%B1%D9%8A%D8%B3-%D9%84%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%85%D9%88%D9%82%D8%B9-%D8%AA%D8%AC%D8%A7%D8%B1%D8%A9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A%D8%A9-%D9%85%D9%86-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-figma,Web Development,تطوير الويب
494,إنشاء موقع أفلام ومسلسلات باشتراكات مدفوعة,2025-05-16,37.5,10.0,8,https://mostaql.com/project/1085422-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%85%D9%88%D9%82%D8%B9-%D8%A3%D9%81%D9%84%D8%A7%D9%85-%D9%88%D9%85%D8%B3%D9%84%D8%B3%D9%84%D8%A7%D8%AA-%D8%A8%D8%A7%D8%B4%D8%AA%D8%B1%D8%A7%D9%83%D8%A7%D8%AA-%D9%85%D8%AF%D9%81%D9%88%D8%B9%D8%A9,Mobile Development,تطوير الهاتف المحمول
495,تطبيق وويب لتتبع حافلات,2025-05-16,175.0,3.0,20,https://mostaql.com/project/1085407-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%88%D9%88%D9%8A%D8%A8-%D9%84%D8%AA%D8%AA%D8%A8%D8%B9-%D8%AD%D8%A7%D9%81%D9%84%D8%A7%D8%AA,Web Development,تطوير الويب
496,برمجة تطبيق تاكسي عراقي,2025-05-16,1750.0,90.0,11,https://mostaql.com/project/1085375-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AA%D8%A7%D9%83%D8%B3%D9%8A-%D8%B9%D8%B1%D8%A7%D9%82%D9%8A,Mobile Development,تطوير الهاتف المحمول
497,برمجة مساعد ذكي بالصوت,2025-05-16,37.5,7.0,10,https://mostaql.com/project/1085402-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D9%85%D8%B3%D8%A7%D8%B9%D8%AF-%D8%B0%D9%83%D9%8A-%D8%A8%D8%A7%D9%84%D8%B5%D9%88%D8%AA,Mobile Development,تطوير الهاتف المحمول
498,تصميم موقع وتطبيق حجوزات شاليهات بشكل جميل ومحترف وسهل,2025-05-16,1750.0,20.0,11,https://mostaql.com/project/1085311-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%85%D9%88%D9%82%D8%B9-%D9%88%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AD%D8%AC%D9%88%D8%B2%D8%A7%D8%AA-%D8%B4%D8%A7%D9%84%D9%8A%D9%87%D8%A7%D8%AA-%D8%A8%D8%B4%D9%83%D9%84-%D8%AC%D9%85%D9%8A%D9%84-%D9%88%D9%85%D8%AD%D8%AA%D8%B1%D9%81-%D9%88%D8%B3%D9%87%D9%84,Web Development,تطوير الويب
499,دمج SDK قارئ الباركود في تطبيق أندرويد (Price Checker),2025-05-16,75.0,1.0,4,https://mostaql.com/project/1085477-%D8%AF%D9%85%D8%AC-sdk-%D9%82%D8%A7%D8%B1%D8%A6-%D8%A7%D9%84%D8%A8%D8%A7%D8%B1%D9%83%D9%88%D8%AF-%D9%81%D9%8A-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%A3%D9%86%D8%AF%D8%B1%D9%88%D9%8A%D8%AF-price-checker,Artificial Intelligence,الذكاء الاصطناعي
500,رفع موقع وتشغيله على استضافة,2025-05-16,37.5,1.0,34,https://mostaql.com/project/1085144-%D8%B1%D9%81%D8%B9-%D9%85%D9%88%D9%82%D8%B9-%D9%88%D8%AA%D8%B4%D8%BA%D9%8A%D9%84%D9%87-%D8%B9%D9%84%D9%89-%D8%A7%D8%B3%D8%AA%D8%B6%D8%A7%D9%81%D8%A9,Web Development,تطوير الويب
501,تطبيق مبيعات للأندرويد والآيفون,2025-05-16,375.0,10.0,4,https://mostaql.com/project/1085004-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%85%D8%A8%D9%8A%D8%B9%D8%A7%D8%AA-%D9%84%D9%84%D8%A3%D9%86%D8%AF%D8%B1%D9%88%D9%8A%D8%AF-%D9%88%D8%A7%D9%84%D8%A2%D9%8A%D9%81%D9%88%D9%86,Mobile Development,تطوير الهاتف المحمول
502,مطور Unity لعمل تطبيق تفاعلي للأطفال,2025-05-16,750.0,30.0,3,https://mostaql.com/project/1084835-%D9%85%D8%B7%D9%88%D8%B1-unity-%D9%84%D8%B9%D9%85%D9%84-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AA%D9%81%D8%A7%D8%B9%D9%84%D9%8A-%D9%84%D9%84%D8%A3%D8%B7%D9%81%D8%A7%D9%84,Mobile Development,تطوير الهاتف المحمول
503,تطوير تطبيق احترافي لمتجر قيمنق على Android وiOS,2025-05-16,750.0,15.0,19,https://mostaql.com/project/1084851-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%A7%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A-%D9%84%D9%85%D8%AA%D8%AC%D8%B1-%D9%82%D9%8A%D9%85%D9%86%D9%82-%D8%B9%D9%84%D9%89-android-%D9%88ios,Web Development,تطوير الويب
504,مبرمج BackEnd,2025-05-16,75.0,10.0,12,https://mostaql.com/project/1085078-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-backend,Web Development,تطوير الويب
505,ربط Google Sheets بموقع ووردبريس لعرض بيانات العملاء,2025-05-16,37.5,5.0,32,https://mostaql.com/project/1084843-%D8%B1%D8%A8%D8%B7-google-sheets-%D8%A8%D9%85%D9%88%D9%82%D8%B9-%D9%88%D9%88%D8%B1%D8%AF%D8%A8%D8%B1%D9%8A%D8%B3-%D9%84%D8%B9%D8%B1%D8%B6-%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D8%A7%D9%84%D8%B9%D9%85%D9%84%D8%A7%D8%A1,Web Development,تطوير الويب
506,مبرمج لربط حساس خزان وقود مع شاشة عرض,2025-05-16,375.0,30.0,32,https://mostaql.com/project/1085153-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-%D9%84%D8%B1%D8%A8%D8%B7-%D8%AD%D8%B3%D8%A7%D8%B3-%D8%AE%D8%B2%D8%A7%D9%86-%D9%88%D9%82%D9%88%D8%AF-%D9%85%D8%B9-%D8%B4%D8%A7%D8%B4%D8%A9-%D8%B9%D8%B1%D8%B6,Networking,الشبكات
507,تطبيق شبيه تيك توك فيديوهات وصور,2025-05-16,175.0,10.0,2,https://mostaql.com/project/1084957-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%B4%D8%A8%D9%8A%D9%87-%D8%AA%D9%8A%D9%83-%D8%AA%D9%88%D9%83-%D9%81%D9%8A%D8%AF%D9%8A%D9%88%D9%87%D8%A7%D8%AA-%D9%88%D8%B5%D9%88%D8%B1,Web Development,تطوير الويب
508,خبير LARVEL و API,2025-05-16,175.0,30.0,7,https://mostaql.com/project/1085158-%D8%AE%D8%A8%D9%8A%D8%B1-larvel-%D9%88-api,Web Development,تطوير الويب
509,ربط أودو اون لاين بأمازون API,2025-05-16,75.0,2.0,27,https://mostaql.com/project/1084916-%D8%B1%D8%A8%D8%B7-%D8%A3%D9%88%D8%AF%D9%88-%D8%A7%D9%88%D9%86-%D9%84%D8%A7%D9%8A%D9%86-%D8%A8%D8%A3%D9%85%D8%A7%D8%B2%D9%88%D9%86-api,Web Development,تطوير الويب
510,بوت ويبوك لحجز التذاكر,2025-05-16,175.0,3.0,7,https://mostaql.com/project/1085105-%D8%A8%D9%88%D8%AA-%D9%88%D9%8A%D8%A8%D9%88%D9%83-%D9%84%D8%AD%D8%AC%D8%B2-%D8%A7%D9%84%D8%AA%D8%B0%D8%A7%D9%83%D8%B1,Web Development,تطوير الويب
511,تصميم موقع إلكتروني بنظام حجز لمشروع شقق مخدومة بأكثر من لغة,2025-05-16,175.0,15.0,2,https://mostaql.com/project/1084598-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%85%D9%88%D9%82%D8%B9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D8%A8%D9%86%D8%B8%D8%A7%D9%85-%D8%AD%D8%AC%D8%B2-%D9%84%D9%85%D8%B4%D8%B1%D9%88%D8%B9-%D8%B4%D9%82%D9%82-%D9%85%D8%AE%D8%AF%D9%88%D9%85%D8%A9-%D8%A8%D8%A3%D9%83%D8%AB%D8%B1-%D9%85%D9%86-%D9%84%D8%BA%D8%A9,Web Development,تطوير الويب
512,تطوير موقع إلكتروني لشركة تسويق,2025-05-16,75.0,30.0,25,https://mostaql.com/project/1085130-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%85%D9%88%D9%82%D8%B9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D9%84%D8%B4%D8%B1%D9%83%D8%A9-%D8%AA%D8%B3%D9%88%D9%8A%D9%82,Web Development,تطوير الويب
513,تطوير برنامج للموارد البشرية خاص بالموظفين,2025-05-16,3750.0,60.0,12,https://mostaql.com/project/1085175-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D9%84%D9%84%D9%85%D9%88%D8%A7%D8%B1%D8%AF-%D8%A7%D9%84%D8%A8%D8%B4%D8%B1%D9%8A%D8%A9-%D8%AE%D8%A7%D8%B5-%D8%A8%D8%A7%D9%84%D9%85%D9%88%D8%B8%D9%81%D9%8A%D9%86,Mobile Development,تطوير الهاتف المحمول
514,مصمم UI/UX,2025-05-16,175.0,30.0,15,https://mostaql.com/project/1085120-%D9%85%D8%B5%D9%85%D9%85-uiux,UI/UX and Graphic Design,واجهة المستخدم/UX وتصميم الجرافيك
515,تطبيق يذكر مواعيد تناول الأدوية المزمنة,2025-05-16,3750.0,45.0,20,https://mostaql.com/project/1084911-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%8A%D8%B0%D9%83%D8%B1-%D9%85%D9%88%D8%A7%D8%B9%D9%8A%D8%AF-%D8%AA%D9%86%D8%A7%D9%88%D9%84-%D8%A7%D9%84%D8%A3%D8%AF%D9%88%D9%8A%D8%A9-%D8%A7%D9%84%D9%85%D8%B2%D9%85%D9%86%D8%A9,Mobile Development,تطوير الهاتف المحمول
516,برمجة قاعدة بيانات,2025-05-16,375.0,7.0,8,https://mostaql.com/project/1085066-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D9%82%D8%A7%D8%B9%D8%AF%D8%A9-%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA,Artificial Intelligence,الذكاء الاصطناعي
517,مشروع تقني خاص ببرنامج Odoo,2025-05-16,375.0,15.0,3,https://mostaql.com/project/1084933-%D9%85%D8%B4%D8%B1%D9%88%D8%B9-%D8%AA%D9%82%D9%86%D9%8A-%D8%AE%D8%A7%D8%B5-%D8%A8%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-odoo,Web Development,تطوير الويب
518,موقع خاص بالمناديب والمشرفين,2025-05-16,175.0,15.0,37,https://mostaql.com/project/1084939-%D9%85%D9%88%D9%82%D8%B9-%D8%AE%D8%A7%D8%B5-%D8%A8%D8%A7%D9%84%D9%85%D9%86%D8%A7%D8%AF%D9%8A%D8%A8-%D9%88%D8%A7%D9%84%D9%85%D8%B4%D8%B1%D9%81%D9%8A%D9%86,Data Analysis,تحليل البيانات
519,تطوير تطبيق توصيل بسيط للتجار والسائقين (Android – واجهة عربية),2025-05-16,175.0,30.0,6,https://mostaql.com/project/1084831-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AA%D9%88%D8%B5%D9%8A%D9%84-%D8%A8%D8%B3%D9%8A%D8%B7-%D9%84%D9%84%D8%AA%D8%AC%D8%A7%D8%B1-%D9%88%D8%A7%D9%84%D8%B3%D8%A7%D8%A6%D9%82%D9%8A%D9%86-android-%D9%88%D8%A7%D8%AC%D9%87%D8%A9-%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9,Web Development,تطوير الويب
520,مستقل يقوم بربط مشروعي python بنظام تسجيل دخول يوزرنيم وباسوورد,2025-05-16,37.5,1.0,14,https://mostaql.com/project/1084960-%D9%85%D8%B3%D8%AA%D9%82%D9%84-%D9%8A%D9%82%D9%88%D9%85-%D8%A8%D8%B1%D8%A8%D8%B7-%D9%85%D8%B4%D8%B1%D9%88%D8%B9%D9%8A-python-%D8%A8%D9%86%D8%B8%D8%A7%D9%85-%D8%AA%D8%B3%D8%AC%D9%8A%D9%84-%D8%AF%D8%AE%D9%88%D9%84-%D9%8A%D9%88%D8%B2%D8%B1%D9%86%D9%8A%D9%85-%D9%88%D8%A8%D8%A7%D8%B3%D9%88%D9%88%D8%B1%D8%AF,Cyber Security,الأمن السيبراني
521,خبير wordpress وelementor لتصميم صفحة هبوط,2025-05-16,37.5,30.0,4,https://mostaql.com/project/1085041-%D8%AE%D8%A8%D9%8A%D8%B1-wordpress-%D9%88elementor-%D9%84%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%B5%D9%81%D8%AD%D8%A9-%D9%87%D8%A8%D9%88%D8%B7,UI/UX and Graphic Design,واجهة المستخدم/UX وتصميم الجرافيك
522,مصمم UI/UX محترف,2025-05-16,75.0,5.0,3,https://mostaql.com/project/1084955-%D9%85%D8%B5%D9%85%D9%85-uiux-%D9%85%D8%AD%D8%AA%D8%B1%D9%81,Web Development,تطوير الويب
523,الانتقال إلى التقييم الآلي Odoo Inventory Valuation,2025-05-16,37.5,2.0,5,https://mostaql.com/project/1061090-%D8%A7%D9%84%D8%A7%D9%86%D8%AA%D9%82%D8%A7%D9%84-%D8%A5%D9%84%D9%89-%D8%A7%D9%84%D8%AA%D9%82%D9%8A%D9%8A%D9%85-%D8%A7%D9%84%D8%A2%D9%84%D9%8A-odoo-inventory-valuation,ERP / CRM Systems,أنظمة ERP / CRM
524,اختبار تقني شامل لتطبيق حجوزات نوادي مع كتابة الحالات الاختبارية التفصيلية,2025-05-16,175.0,7.0,15,https://mostaql.com/project/1080107-%D8%A7%D8%AE%D8%AA%D8%A8%D8%A7%D8%B1-%D8%AA%D9%82%D9%86%D9%8A-%D8%B4%D8%A7%D9%85%D9%84-%D9%84%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AD%D8%AC%D9%88%D8%B2%D8%A7%D8%AA-%D9%86%D9%88%D8%A7%D8%AF%D9%8A-%D9%85%D8%B9-%D9%83%D8%AA%D8%A7%D8%A8%D8%A9-%D8%A7%D9%84%D8%AD%D8%A7%D9%84%D8%A7%D8%AA-%D8%A7%D9%84%D8%A7%D8%AE%D8%AA%D8%A8%D8%A7%D8%B1%D9%8A%D8%A9-%D8%A7%D9%84%D8%AA%D9%81%D8%B5%D9%8A%D9%84%D9%8A%D8%A9,Web Development,تطوير الويب
525,مدير تقني للإشراف على عمل وإدارة تطبيق للهاتف,2025-05-16,375.0,30.0,2,https://mostaql.com/project/1083931-%D9%85%D8%AF%D9%8A%D8%B1-%D8%AA%D9%82%D9%86%D9%8A-%D9%84%D9%84%D8%A5%D8%B4%D8%B1%D8%A7%D9%81-%D8%B9%D9%84%D9%89-%D8%B9%D9%85%D9%84-%D9%88%D8%A5%D8%AF%D8%A7%D8%B1%D8%A9-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%84%D9%84%D9%87%D8%A7%D8%AA%D9%81,Database Management,إدارة قاعدة البيانات
526,إنشاء منصة إلكترونية موجهة للتجار لفتح متجر إلكتروني بسيط (mvp),2025-05-16,750.0,20.0,16,https://mostaql.com/project/1083956-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%85%D9%86%D8%B5%D8%A9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A%D8%A9-%D9%85%D9%88%D8%AC%D9%87%D8%A9-%D9%84%D9%84%D8%AA%D8%AC%D8%A7%D8%B1-%D9%84%D9%81%D8%AA%D8%AD-%D9%85%D8%AA%D8%AC%D8%B1-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D8%A8%D8%B3%D9%8A%D8%B7-mvp,Mobile Development,تطوير الهاتف المحمول
527,إنشاء موقع إلكتروني للشركة,2025-05-16,175.0,7.0,1,https://mostaql.com/project/1084718-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%85%D9%88%D9%82%D8%B9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D9%84%D9%84%D8%B4%D8%B1%D9%83%D8%A9,Web Development,تطوير الويب
528,نظام إلكتروني لإدخال وإعتماد البيانات عبر الويب,2025-05-16,175.0,7.0,11,https://mostaql.com/project/1084670-%D9%86%D8%B8%D8%A7%D9%85-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D9%84%D8%A5%D8%AF%D8%AE%D8%A7%D9%84-%D9%88%D8%A5%D8%B9%D8%AA%D9%85%D8%A7%D8%AF-%D8%A7%D9%84%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D8%B9%D8%A8%D8%B1-%D8%A7%D9%84%D9%88%D9%8A%D8%A8,Web Development,تطوير الويب
529,تصميم صفحة هبوط قابلة للتعديل لاحقاً,2025-05-16,37.5,5.0,12,https://mostaql.com/project/1084635-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%B5%D9%81%D8%AD%D8%A9-%D9%87%D8%A8%D9%88%D8%B7-%D9%82%D8%A7%D8%A8%D9%84%D8%A9-%D9%84%D9%84%D8%AA%D8%B9%D8%AF%D9%8A%D9%84-%D9%84%D8%A7%D8%AD%D9%82%D8%A7,Web Development,تطوير الويب
530,"مبرمج محترف لتطوير موقع شركة صناعية ""ووردبريس أو برمجة خاصة""",2025-05-16,175.0,7.0,11,https://mostaql.com/project/1084734-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-%D9%85%D8%AD%D8%AA%D8%B1%D9%81-%D9%84%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%85%D9%88%D9%82%D8%B9-%D8%B4%D8%B1%D9%83%D8%A9-%D8%B5%D9%86%D8%A7%D8%B9%D9%8A%D8%A9-%D9%88%D9%88%D8%B1%D8%AF%D8%A8%D8%B1%D9%8A%D8%B3-%D8%A3%D9%88-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D8%AE%D8%A7%D8%B5%D8%A9,Web Development,تطوير الويب
531,مبرمج مواقع وتطبيقات لتقديم الاستشارات والحلول التقنية,2025-05-16,75.0,15.0,26,https://mostaql.com/project/1084652-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-%D9%85%D9%88%D8%A7%D9%82%D8%B9-%D9%88%D8%AA%D8%B7%D8%A8%D9%8A%D9%82%D8%A7%D8%AA-%D9%84%D8%AA%D9%82%D8%AF%D9%8A%D9%85-%D8%A7%D9%84%D8%A7%D8%B3%D8%AA%D8%B4%D8%A7%D8%B1%D8%A7%D8%AA-%D9%88%D8%A7%D9%84%D8%AD%D9%84%D9%88%D9%84-%D8%A7%D9%84%D8%AA%D9%82%D9%86%D9%8A%D8%A9,Web Development,تطوير الويب
