Title,Link,client name,Type,Budget,Category,Date Posted
Design Homepage & Hero Section,https://www.freelanceyard.com/en/jobs/design-homepage-hero-section-4,Bonnie & Clyde Advertising Studio ,Startup,Budget: 11 USD,(IT & Tech),Posted at: 06-03-2025
Create Branding & Style Guide,https://www.freelanceyard.com/en/jobs/create-branding-style-guide,Bonnie & Clyde Advertising Studio ,Startup,Budget: 11 USD,(IT & Tech),Posted at: 06-03-2025
Develop Admin Dashboard (Front End),https://www.freelanceyard.com/en/jobs/develop-admin-dashboard-front-end,Bonnie & Clyde Advertising Studio ,Startup,Budget: 11 USD,(IT & Tech),Posted at: 06-03-2025
Design Error & 404 Pages,https://www.freelanceyard.com/en/jobs/design-error-404-pages-4,Bonnie & Clyde Advertising Studio ,Startup,Budget: 12 USD,(IT & Tech),Posted at: 06-03-2025
Create Mobile-First Layouts for Key Screens,https://www.freelanceyard.com/en/jobs/create-mobile-first-layouts-for-key-screens,Bonnie & Clyde Advertising Studio ,Startup,Budget: 12 USD,(IT & Tech),Posted at: 06-03-2025
Design Admin Dashboard Interface,https://www.freelanceyard.com/en/jobs/design-admin-dashboard-interface,Bonnie & Clyde Advertising Studio ,Startup,Budget: 12 USD,(IT & Tech),Posted at: 06-03-2025
Create User Account & Profile Settings Layout,https://www.freelanceyard.com/en/jobs/create-user-account-profile-settings-layout,Bonnie & Clyde Advertising Studio ,Startup,Budget: 11 USD,(IT & Tech),Posted at: 06-03-2025
Develop Checkout & Confirmation Screen Designs,https://www.freelanceyard.com/en/jobs/develop-checkout-confirmation-screen-designs,Bonnie & Clyde Advertising Studio ,Startup,Budget: 11 USD,(IT & Tech),Posted at: 06-03-2025
Construct Shopping Cart Page Mockups,https://www.freelanceyard.com/en/jobs/construct-shopping-cart-page-mockups,Bonnie & Clyde Advertising Studio ,Startup,Budget: 11 USD,(IT & Tech),Posted at: 06-03-2025
Develop Cart & Mock Checkout,https://www.freelanceyard.com/en/jobs/develop-cart-mock-checkout,Bonnie & Clyde Advertising Studio ,Startup,Budget: 11 USD,(IT & Tech),Posted at: 06-03-2025
User Authentication & Registration,https://www.freelanceyard.com/en/jobs/user-authentication-registration-1,Bonnie & Clyde Advertising Studio ,Startup,Budget: 11 USD,(IT & Tech),Posted at: 06-03-2025
Develop Admin Dashboard & Maintenance Mode Interface,https://www.freelanceyard.com/en/jobs/develop-admin-dashboard-maintenance-mode-interface,COMMERGENT ,Startup,Budget: 14 USD,(IT & Tech),Posted at: 05-03-2025
Create User Account & Bookings Review UI,https://www.freelanceyard.com/en/jobs/create-user-account-bookings-review-ui,COMMERGENT ,Startup,Budget: 14 USD,(IT & Tech),Posted at: 05-03-2025
Create User Account & Order History Pages,https://www.freelanceyard.com/en/jobs/create-user-account-order-history-pages,Bonnie & Clyde Advertising Studio ,Startup,Budget: 11 USD,(IT & Tech),Posted at: 06-03-2025
Develop Cart & Mock Checkout UI,https://www.freelanceyard.com/en/jobs/develop-cart-mock-checkout-ui,Bonnie & Clyde Advertising Studio ,Startup,Budget: 11 USD,(IT & Tech),Posted at: 06-03-2025
Create Products Listing & Filtering,https://www.freelanceyard.com/en/jobs/create-products-listing-filtering,Bonnie & Clyde Advertising Studio ,Startup,Budget: 11 USD,(IT & Tech),Posted at: 06-03-2025
Build Homepage & Navigation,https://www.freelanceyard.com/en/jobs/build-homepage-navigation-2,Bonnie & Clyde Advertising Studio ,Startup,Budget: 11 USD,(IT & Tech),Posted at: 06-03-2025
Admin Management Endpoints,https://www.freelanceyard.com/en/jobs/admin-management-endpoints,Bonnie & Clyde Advertising Studio ,Startup,Budget: 11 USD,(IT & Tech),Posted at: 06-03-2025
Implement Order History Feature,https://www.freelanceyard.com/en/jobs/implement-order-history-feature,Bonnie & Clyde Advertising Studio ,Startup,Budget: 13 USD,(IT & Tech),Posted at: 05-03-2025
Develop Travel Package Catalog & Quick Search,https://www.freelanceyard.com/en/jobs/develop-travel-package-catalog-quick-search,COMMERGENT ,Startup,Budget: 13 USD,(IT & Tech),Posted at: 05-03-2025
Create TravelSure User Accounts & Membership Tiers,https://www.freelanceyard.com/en/jobs/create-travelsure-user-accounts-membership-tiers,COMMERGENT ,Startup,Budget: 13 USD,(IT & Tech),Posted at: 05-03-2025
Finalize Accessible & Polished UI Elements,https://www.freelanceyard.com/en/jobs/finalize-accessible-polished-ui-elements,Codezilla SRL ,Corporate,Budget: 13 USD,(IT & Tech),Posted at: 05-03-2025
Design Error & 404 Pages,https://www.freelanceyard.com/en/jobs/design-error-404-pages-3,Codezilla SRL ,Corporate,Budget: 13 USD,(IT & Tech),Posted at: 05-03-2025
Develop Reservation Basket & Confirmation Flow,https://www.freelanceyard.com/en/jobs/develop-reservation-basket-confirmation-flow,COMMERGENT ,Startup,Budget: 13 USD,(IT & Tech),Posted at: 05-03-2025
Create Travel Catalog & Search UI,https://www.freelanceyard.com/en/jobs/create-travel-catalog-search-ui,COMMERGENT ,Startup,Budget: 13 USD,(IT & Tech),Posted at: 05-03-2025
Build TravelSure Homepage & Navigation,https://www.freelanceyard.com/en/jobs/build-travelsure-homepage-navigation,COMMERGENT ,Startup,Budget: 13 USD,(IT & Tech),Posted at: 05-03-2025
Create Admin Endpoints & Maintenance Mode,https://www.freelanceyard.com/en/jobs/create-admin-endpoints-maintenance-mode,COMMERGENT ,Startup,Budget: 13 USD,(IT & Tech),Posted at: 05-03-2025
Implement Booking Records & User Reviews,https://www.freelanceyard.com/en/jobs/implement-booking-records-user-reviews,COMMERGENT ,Startup,Budget: 13 USD,(IT & Tech),Posted at: 05-03-2025
Build Reservation Basket & Mock Checkout,https://www.freelanceyard.com/en/jobs/build-reservation-basket-mock-checkout,COMMERGENT ,Startup,Budget: 13 USD,(IT & Tech),Posted at: 05-03-2025
Design Homepage & Hero Section,https://www.freelanceyard.com/en/jobs/design-homepage-hero-section-3,Codezilla SRL ,Corporate,Budget: 12 USD,(IT & Tech),Posted at: 05-03-2025
Create Bookify Branding & Style Guide,https://www.freelanceyard.com/en/jobs/create-bookify-branding-style-guide,Codezilla SRL ,Corporate,Budget: 12 USD,(IT & Tech),Posted at: 05-03-2025
Develop Admin Dashboard & Maintenance Mode UI,https://www.freelanceyard.com/en/jobs/develop-admin-dashboard-maintenance-mode-ui,Codezilla SRL ,Corporate,Budget: 12 USD,(IT & Tech),Posted at: 05-03-2025
Create User Account & Book Review UI,https://www.freelanceyard.com/en/jobs/create-user-account-book-review-ui,Codezilla SRL ,Corporate,Budget: 12 USD,(IT & Tech),Posted at: 05-03-2025
Design Mobile-First Layouts for Key Pages,https://www.freelanceyard.com/en/jobs/design-mobile-first-layouts-for-key-pages-3,Codezilla SRL ,Corporate,Budget: 13 USD,(IT & Tech),Posted at: 05-03-2025
Create Admin Dashboard Interface,https://www.freelanceyard.com/en/jobs/create-admin-dashboard-interface-3,Codezilla SRL ,Corporate,Budget: 13 USD,(IT & Tech),Posted at: 05-03-2025
Design User Account & Rented Books Layout,https://www.freelanceyard.com/en/jobs/design-user-account-rented-books-layout,Codezilla SRL ,Corporate,Budget: 13 USD,(IT & Tech),Posted at: 05-03-2025
Create Checkout & Rental Confirmation Screens,https://www.freelanceyard.com/en/jobs/create-checkout-rental-confirmation-screens,Codezilla SRL ,Corporate,Budget: 13 USD,(IT & Tech),Posted at: 05-03-2025
Design Rental Basket Page,https://www.freelanceyard.com/en/jobs/design-rental-basket-page,Codezilla SRL ,Corporate,Budget: 13 USD,(IT & Tech),Posted at: 05-03-2025
Create Book Catalog & Searching Layout,https://www.freelanceyard.com/en/jobs/create-book-catalog-searching-layout,Codezilla SRL ,Corporate,Budget: 13 USD,(IT & Tech),Posted at: 05-03-2025
Create Book Catalog & Searching System,https://www.freelanceyard.com/en/jobs/create-book-catalog-searching-system,Codezilla SRL ,Corporate,Budget: 12 USD,(IT & Tech),Posted at: 05-03-2025
Create Bookify User Membership & Authentication,https://www.freelanceyard.com/en/jobs/create-bookify-user-membership-authentication,Codezilla SRL ,Corporate,Budget: 12 USD,(IT & Tech),Posted at: 05-03-2025
Working Web App,https://www.freelanceyard.com/en/jobs/working-web-app,Rick A. Blackwell ,Startup,Budget: 40 - 60 USD,(IT & Tech),Posted at: 05-03-2025
Finalize Accessible & Polished UI,https://www.freelanceyard.com/en/jobs/finalize-accessible-polished-ui-2,Minio Studio ,Startup,Budget: 14 USD,(IT & Tech),Posted at: 04-03-2025
Develop Rental Basket & Confirmation UI,https://www.freelanceyard.com/en/jobs/develop-rental-basket-confirmation-ui,Codezilla SRL ,Corporate,Budget: 12 USD,(IT & Tech),Posted at: 05-03-2025
Create Book Catalog Listing & Searching UI,https://www.freelanceyard.com/en/jobs/create-book-catalog-listing-searching-ui,Codezilla SRL ,Corporate,Budget: 12 USD,(IT & Tech),Posted at: 05-03-2025
Build Homepage & Global Navigation,https://www.freelanceyard.com/en/jobs/build-homepage-global-navigation,Codezilla SRL ,Corporate,Budget: 12 USD,(IT & Tech),Posted at: 05-03-2025
Build Admin Tools & Maintenance Mode,https://www.freelanceyard.com/en/jobs/build-admin-tools-maintenance-mode,Codezilla SRL ,Corporate,Budget: 12 USD,(IT & Tech),Posted at: 05-03-2025
Implement Order History & Community Ratings,https://www.freelanceyard.com/en/jobs/implement-order-history-community-ratings,Codezilla SRL ,Corporate,Budget: 12 USD,(IT & Tech),Posted at: 05-03-2025
Develop Rental Basket & Reservation Logic,https://www.freelanceyard.com/en/jobs/develop-rental-basket-reservation-logic,Minio Studio ,Startup,Budget: 10 USD,(IT & Tech),Posted at: 04-03-2025
Design Homepage & Hero Section,https://www.freelanceyard.com/en/jobs/design-homepage-hero-section-2,Minio Studio ,Startup,Budget: 10 USD,(IT & Tech),Posted at: 04-03-2025
Create Course Catalog & Search Layout,https://www.freelanceyard.com/en/jobs/create-course-catalog-search-layout,Minio Studio ,Startup,Budget: 10 USD,(IT & Tech),Posted at: 04-03-2025
Create EduSure Branding & Style Guide,https://www.freelanceyard.com/en/jobs/create-edusure-branding-style-guide,Minio Studio ,Startup,Budget: 10 USD,(IT & Tech),Posted at: 04-03-2025
Implement Course Progress & Feedback,https://www.freelanceyard.com/en/jobs/implement-course-progress-feedback,Minio Studio ,Startup,Budget: 10 USD,(IT & Tech),Posted at: 04-03-2025
Design Error & 404 Pages,https://www.freelanceyard.com/en/jobs/design-error-404-pages-2,Minio Studio ,Startup,Budget: 13 USD,(IT & Tech),Posted at: 04-03-2025
Design Mobile-First Layouts for Key Pages,https://www.freelanceyard.com/en/jobs/design-mobile-first-layouts-for-key-pages-2,Minio Studio ,Startup,Budget: 12 USD,(IT & Tech),Posted at: 04-03-2025
Create Admin Dashboard Interface,https://www.freelanceyard.com/en/jobs/create-admin-dashboard-interface-2,Minio Studio ,Startup,Budget: 11 USD,(IT & Tech),Posted at: 04-03-2025
Design User Account & Course Progress Layout,https://www.freelanceyard.com/en/jobs/design-user-account-course-progress-layout,Minio Studio ,Startup,Budget: 10 USD,(IT & Tech),Posted at: 04-03-2025
Create Checkout & Confirmation Screens,https://www.freelanceyard.com/en/jobs/create-checkout-confirmation-screens-1,Minio Studio ,Startup,Budget: 10 USD,(IT & Tech),Posted at: 04-03-2025
Design Enrollment Cart Page,https://www.freelanceyard.com/en/jobs/design-enrollment-cart-page,Minio Studio ,Startup,Budget: 10 USD,(IT & Tech),Posted at: 04-03-2025
Build Enrollment Cart & Mock Checkout,https://www.freelanceyard.com/en/jobs/build-enrollment-cart-mock-checkout,Minio Studio ,Startup,Budget: 10 USD,(IT & Tech),Posted at: 04-03-2025
Develop Course Catalog & Searching,https://www.freelanceyard.com/en/jobs/develop-course-catalog-searching,Minio Studio ,Startup,Budget: 10 USD,(IT & Tech),Posted at: 04-03-2025
Create User Accounts & Roles (Student/Instructor),https://www.freelanceyard.com/en/jobs/create-user-accounts-roles-studentinstructor,Minio Studio ,Startup,Budget: 10 USD,(IT & Tech),Posted at: 04-03-2025
Finalize Accessible & Polished UI,https://www.freelanceyard.com/en/jobs/finalize-accessible-polished-ui-1,Revolution Media ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 04-03-2025
Develop Admin Dashboard & Maintenance Toggle,https://www.freelanceyard.com/en/jobs/develop-admin-dashboard-maintenance-toggle-1,Minio Studio ,Startup,Budget: 10 USD,(IT & Tech),Posted at: 04-03-2025
Create User Account & Progress UI,https://www.freelanceyard.com/en/jobs/create-user-account-progress-ui,Minio Studio ,Startup,Budget: 10 USD,(IT & Tech),Posted at: 04-03-2025
Develop Enrollment Cart & Checkout Flow,https://www.freelanceyard.com/en/jobs/develop-enrollment-cart-checkout-flow,Minio Studio ,Startup,Budget: 10 USD,(IT & Tech),Posted at: 04-03-2025
Create Course Catalog & Search UI,https://www.freelanceyard.com/en/jobs/create-course-catalog-search-ui,Minio Studio ,Startup,Budget: 10 USD,(IT & Tech),Posted at: 04-03-2025
Build Homepage & Navigation,https://www.freelanceyard.com/en/jobs/build-homepage-navigation-1,Minio Studio ,Startup,Budget: 10 USD,(IT & Tech),Posted at: 04-03-2025
Create Admin Tools & Maintenance Mode,https://www.freelanceyard.com/en/jobs/create-admin-tools-maintenance-mode-1,Minio Studio ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 04-03-2025
Create Event Catalog & Filter Layout,https://www.freelanceyard.com/en/jobs/create-event-catalog-filter-layout,Revolution Media ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 04-03-2025
Build Ticket Cart & Mock Checkout,https://www.freelanceyard.com/en/jobs/build-ticket-cart-mock-checkout,Revolution Media ,Startup,Budget: 14 USD,(IT & Tech),Posted at: 04-03-2025
Design Homepage & Hero Section,https://www.freelanceyard.com/en/jobs/design-homepage-hero-section-1,Revolution Media ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 04-03-2025
Create EventSure Branding & Style Guide,https://www.freelanceyard.com/en/jobs/create-eventsure-branding-style-guide,Revolution Media ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 04-03-2025
Design Error & 404 Pages,https://www.freelanceyard.com/en/jobs/design-error-404-pages-1,Revolution Media ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 04-03-2025
Design Mobile-First Layouts for Key Pages,https://www.freelanceyard.com/en/jobs/design-mobile-first-layouts-for-key-pages-1,Revolution Media ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 04-03-2025
Create Admin Dashboard Interface,https://www.freelanceyard.com/en/jobs/create-admin-dashboard-interface-1,Revolution Media ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 04-03-2025
Design User Account & Booking History Layout,https://www.freelanceyard.com/en/jobs/design-user-account-booking-history-layout-1,Revolution Media ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 04-03-2025
Create Checkout & Confirmation Screens,https://www.freelanceyard.com/en/jobs/create-checkout-confirmation-screens,Revolution Media ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 04-03-2025
Create Admin Tools & Maintenance Mode,https://www.freelanceyard.com/en/jobs/create-admin-tools-maintenance-mode,Revolution Media ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 04-03-2025
Implement Order History & Event Reviews,https://www.freelanceyard.com/en/jobs/implement-order-history-event-reviews,Revolution Media ,Startup,Budget: 14 USD,(IT & Tech),Posted at: 04-03-2025
Develop Event Catalog & Basic Search,https://www.freelanceyard.com/en/jobs/develop-event-catalog-basic-search,Revolution Media ,Startup,Budget: 14 USD,(IT & Tech),Posted at: 04-03-2025
Create User Accounts & Membership Tiers,https://www.freelanceyard.com/en/jobs/create-user-accounts-membership-tiers,Revolution Media ,Startup,Budget: 14 USD,(IT & Tech),Posted at: 04-03-2025
Finalize Accessible & Polished UI,https://www.freelanceyard.com/en/jobs/finalize-accessible-polished-ui,COMMERGENT ,Startup,Budget: 14 USD,(IT & Tech),Posted at: 04-03-2025
Develop Admin Dashboard & Maintenance Toggle,https://www.freelanceyard.com/en/jobs/develop-admin-dashboard-maintenance-toggle,Revolution Media ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 04-03-2025
Create User Account & Review UI,https://www.freelanceyard.com/en/jobs/create-user-account-review-ui,Revolution Media ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 04-03-2025
Develop Ticket Cart & Checkout Flow,https://www.freelanceyard.com/en/jobs/develop-ticket-cart-checkout-flow,Revolution Media ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 04-03-2025
Create Event Catalog & Filter UI,https://www.freelanceyard.com/en/jobs/create-event-catalog-filter-ui,Revolution Media ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 04-03-2025
Build Homepage & Navigation,https://www.freelanceyard.com/en/jobs/build-homepage-navigation,Revolution Media ,Startup,Budget: 15 USD,(IT & Tech),Posted at: 04-03-2025
Create Admin Tools & Maintenance Mode,https://www.freelanceyard.com/en/jobs/create-admin-tools-maintenance-mode,Revolution Media ,Startup,Budget: 14 USD,(IT & Tech),Posted at: 04-03-2025
Create Travel Catalog & Search Layout,https://www.freelanceyard.com/en/jobs/create-travel-catalog-search-layout,COMMERGENT ,Startup,Budget: 14 USD,(IT & Tech),Posted at: 04-03-2025
Design Homepage & Hero Section,https://www.freelanceyard.com/en/jobs/design-homepage-hero-section,COMMERGENT ,Startup,Budget: 14 USD,(IT & Tech),Posted at: 04-03-2025
Create TravelSure Branding & Style Guide,https://www.freelanceyard.com/en/jobs/create-travelsure-branding-style-guide,COMMERGENT ,Startup,Budget: 14 USD,(IT & Tech),Posted at: 04-03-2025
User Authentication & Registration,https://www.freelanceyard.com/en/jobs/user-authentication-registration,Bonnie & Clyde Advertising Studio ,Startup,Budget: 11 USD,(IT & Tech),Posted at: 04-03-2025
Design Error & 404 Pages,https://www.freelanceyard.com/en/jobs/design-error-404-pages,COMMERGENT ,Startup,Budget: 14 USD,(IT & Tech),Posted at: 04-03-2025
Design Mobile-First Layouts for Key Pages,https://www.freelanceyard.com/en/jobs/design-mobile-first-layouts-for-key-pages,COMMERGENT ,Startup,Budget: 14 USD,(IT & Tech),Posted at: 04-03-2025
Create Admin Dashboard Interface,https://www.freelanceyard.com/en/jobs/create-admin-dashboard-interface,COMMERGENT ,Startup,Budget: 14 USD,(IT & Tech),Posted at: 04-03-2025
Design User Account & Booking History Layout,https://www.freelanceyard.com/en/jobs/design-user-account-booking-history-layout,COMMERGENT ,Startup,Budget: 14 USD,(IT & Tech),Posted at: 04-03-2025
Create Checkout & Booking Confirmation Screens,https://www.freelanceyard.com/en/jobs/create-checkout-booking-confirmation-screens,COMMERGENT ,Startup,Budget: 14 USD,(IT & Tech),Posted at: 04-03-2025
Design Reservation Basket Page,https://www.freelanceyard.com/en/jobs/design-reservation-basket-page,COMMERGENT ,Corporate,Budget: 7 USD,(IT & Tech),Posted at: 01-02-2025
Team Member Profiles,https://www.freelanceyard.com/en/jobs/team-member-profiles-9,Bonnie & Clyde Advertising Studio ,Startup,Budget: 7 USD,(IT & Tech),Posted at: 01-02-2025
Blog Post Layout,https://www.freelanceyard.com/en/jobs/blog-post-layout-9,High Contrast ,Startup,Budget: 7 USD,(IT & Tech),Posted at: 01-02-2025
Simple Polling App,https://www.freelanceyard.com/en/jobs/simple-polling-app-8,Intent 3D ,Startup,Budget: 7 USD,(IT & Tech),Posted at: 01-02-2025
Recipe Filter App,https://www.freelanceyard.com/en/jobs/recipe-filter-app-9,Revolution Media ,Startup,Budget: 7 USD,(IT & Tech),Posted at: 01-02-2025
create a website frontend,https://www.freelanceyard.com/en/jobs/create-a-website-frontend,Techn ,Startup,Budget: 5 - 6 USD,(IT & Tech),Posted at: 25-02-2025
Emergency app for kids,https://www.freelanceyard.com/en/jobs/emergency-app-for-kids,Amary startup ,Individual,Budget: 120 - 150 EGP,(IT & Tech),Posted at: 24-02-2025
Web Developer Needed for E-Commerce Gallery Website,https://www.freelanceyard.com/en/jobs/web-developer-needed-for-e-commerce-gallery-website,horizons@outlook.com ,Startup,Budget: 20 - 50 USD,(IT & Tech),Posted at: 20-02-2025
Mobile App Development for startup,https://www.freelanceyard.com/en/jobs/mobile-app-development-for-startup,Quest Activities Ltd ,Startup,Budget: 20000 - 50000 EGP,(IT & Tech),Posted at: 17-02-2025
Personalized To-Do List,https://www.freelanceyard.com/en/jobs/personalized-to-do-list-9,COMMERGENT ,Startup,Budget: 7 USD,(IT & Tech),Posted at: 01-02-2025
Interactive Mood Tracker,https://www.freelanceyard.com/en/jobs/interactive-mood-tracker-9,FelixCo ,Startup,Budget: 7 USD,(IT & Tech),Posted at: 01-02-2025
Personal Dashboard Layout,https://www.freelanceyard.com/en/jobs/personal-dashboard-layout-9,MONARK IT ,Startup,Budget: 7 USD,(IT & Tech),Posted at: 01-02-2025
Product Filter UI,https://www.freelanceyard.com/en/jobs/product-filter-ui-7,Studio Metz ,Startup,Budget: 7 USD,(IT & Tech),Posted at: 01-02-2025
404 Error Page,https://www.freelanceyard.com/en/jobs/404-error-page-7,zenvertising ,Startup,Budget: 7 USD,(IT & Tech),Posted at: 01-02-2025
Image Slider,https://www.freelanceyard.com/en/jobs/image-slider-7,Brain 4 Strategy ,Startup,Budget: 7 USD,(IT & Tech),Posted at: 01-02-2025
Event Countdown Timer,https://www.freelanceyard.com/en/jobs/event-countdown-timer-8,Solveita ,Startup,Budget: 7 USD,(IT & Tech),Posted at: 01-02-2025
Testimonials Slider,https://www.freelanceyard.com/en/jobs/testimonials-slider-9,Marketing Deck ,Startup,Budget: 7 USD,(IT & Tech),Posted at: 01-02-2025
Image Gallery with Lightbox,https://www.freelanceyard.com/en/jobs/image-gallery-with-lightbox-8,Flowr Agency ,Startup,Budget: 7 USD,(IT & Tech),Posted at: 01-02-2025
SecureLogin,https://www.freelanceyard.com/en/jobs/securelogin-23,The Public Advisors ,Corporate,Budget: 7 USD,(IT & Tech),Posted at: 01-02-2025
Animated Progress Bar,https://www.freelanceyard.com/en/jobs/animated-progress-bar-8,Born Digital ,Startup,Budget: 7 USD,(IT & Tech),Posted at: 01-02-2025
Digital Clock,https://www.freelanceyard.com/en/jobs/digital-clock-8,FelixCo ,Startup,Budget: 7 USD,(IT & Tech),Posted at: 01-02-2025
Product Card Design,https://www.freelanceyard.com/en/jobs/product-card-design-7,Revolution Media ,Startup,Budget: 7 USD,(IT & Tech),Posted at: 01-02-2025
Responsive Navbar,https://www.freelanceyard.com/en/jobs/responsive-navbar-7,High Contrast ,Startup,Budget: 7 USD,(IT & Tech),Posted at: 01-02-2025
Login Form with Validation,https://www.freelanceyard.com/en/jobs/login-form-with-validation-7,COMMERGENT ,Startup,Budget: 7 USD,(IT & Tech),Posted at: 01-02-2025
Trivia Quiz Game,https://www.freelanceyard.com/en/jobs/trivia-quiz-game-7,Codezilla SRL ,Corporate,Budget: 7 USD,(IT & Tech),Posted at: 01-02-2025
Interactive Shopping Cart UI,https://www.freelanceyard.com/en/jobs/interactive-shopping-cart-ui-8,Tuio ,Startup,Budget: 7 USD,(IT & Tech),Posted at: 01-02-2025
CSS Loading Animations,https://www.freelanceyard.com/en/jobs/css-loading-animations-8,Hariga Advertising ,Startup,Budget: 7 USD,(IT & Tech),Posted at: 01-02-2025
Contact Us Form with Map Embed,https://www.freelanceyard.com/en/jobs/contact-us-form-with-map-embed-9,Minio Studio ,Startup,Budget: 7 USD,(IT & Tech),Posted at: 01-02-2025
Responsive FAQ Accordion,https://www.freelanceyard.com/en/jobs/responsive-faq-accordion-9,EchoGlobal ,Startup,Budget: 7 USD,(IT & Tech),Posted at: 01-02-2025
User Profile Card,https://www.freelanceyard.com/en/jobs/user-profile-card-8,The Public Advisors ,Corporate,Budget: 7 USD,(IT & Tech),Posted at: 01-02-2025
Interactive Pricing Table,https://www.freelanceyard.com/en/jobs/interactive-pricing-table-7,Marketing Deck ,Startup,Budget: 7 USD,(IT & Tech),Posted at: 01-02-2025
Interactive Image Gallery,https://www.freelanceyard.com/en/jobs/interactive-image-gallery-7,MONARK IT ,Startup,Budget: 7 USD,(IT & Tech),Posted at: 01-02-2025
JavaScript To-Do List,https://www.freelanceyard.com/en/jobs/javascript-to-do-list-7,Studio Metz ,Startup,Budget: 7 USD,(IT & Tech),Posted at: 01-02-2025
Responsive Landing Page,https://www.freelanceyard.com/en/jobs/responsive-landing-page-7,zenvertising ,Startup,Budget: 7 USD,(IT & Tech),Posted at: 01-02-2025
Personal Portfolio Page,https://www.freelanceyard.com/en/jobs/personal-portfolio-page-7,Brain 4 Strategy ,Startup,Budget: 7 USD,(IT & Tech),Posted at: 01-02-2025
Recipe Page,https://www.freelanceyard.com/en/jobs/recipe-page-23,Bonnie & Clyde Advertising Studio ,Startup,Budget: 7 USD,(IT & Tech),Posted at: 01-02-2025
Calculator,https://www.freelanceyard.com/en/jobs/calculator-32,Intent 3D ,Startup,Budget: 7 USD,(IT & Tech),Posted at: 01-02-2025
Newsletter Signup Form,https://www.freelanceyard.com/en/jobs/newsletter-signup-form-8,Solveita ,Startup,Budget: 7 USD,(IT & Tech),Posted at: 01-02-2025
Countdown Timer,https://www.freelanceyard.com/en/jobs/countdown-timer-7,Flowr Agency ,Startup,Budget: 7 USD,(IT & Tech),Posted at: 01-02-2025
Dark Mode Toggle,https://www.freelanceyard.com/en/jobs/dark-mode-toggle-7,Born Digital ,Startup,Budget: 7 USD,(IT & Tech),Posted at: 01-02-2025
Simple Blog Layout,https://www.freelanceyard.com/en/jobs/simple-blog-layout-7,FelixCo ,Startup,Budget: 7 USD,(IT & Tech),Posted at: 01-02-2025
Personalized To-Do List,https://www.freelanceyard.com/en/jobs/personalized-to-do-list-8,Revolution Media ,Startup,Budget: 7 USD,(IT & Tech),Posted at: 01-02-2025
Interactive Mood Tracker,https://www.freelanceyard.com/en/jobs/interactive-mood-tracker-8,High Contrast ,Startup,Budget: 7 USD,(IT & Tech),Posted at: 01-02-2025
Team Member Profiles,https://www.freelanceyard.com/en/jobs/team-member-profiles-8,COMMERGENT ,Startup,Budget: 7 USD,(IT & Tech),Posted at: 01-02-2025
Simple Polling App,https://www.freelanceyard.com/en/jobs/simple-polling-app-7,Codezilla SRL ,Corporate,Budget: 7 USD,(IT & Tech),Posted at: 01-02-2025
Loady loading,https://www.freelanceyard.com/en/jobs/loady-loading-32,Tuio ,Startup,Budget: 7 USD,(IT & Tech),Posted at: 01-02-2025
QuizMania,https://www.freelanceyard.com/en/jobs/quizmania-23,Hariga Advertising ,Startup,Budget: 7 USD,(IT & Tech),Posted at: 01-02-2025
SecureLogin,https://www.freelanceyard.com/en/jobs/securelogin-22,Minio Studio ,Startup,Budget: 7 USD,(IT & Tech),Posted at: 01-02-2025
Testimonials Slider,https://www.freelanceyard.com/en/jobs/testimonials-slider-8,EchoGlobal ,Startup,Budget: 7 USD,(IT & Tech),Posted at: 01-02-2025
Recipe Filter App,https://www.freelanceyard.com/en/jobs/recipe-filter-app-8,The Public Advisors ,Startup,Budget: 7 USD,(IT & Tech),Posted at: 01-02-2025
Product Filter UI,https://www.freelanceyard.com/en/jobs/product-filter-ui-6,FelixCo ,Startup,Budget: 7 USD,(IT & Tech),Posted at: 01-02-2025
404 Error Page,https://www.freelanceyard.com/en/jobs/404-error-page-6,MONARK IT ,Startup,Budget: 7 USD,(IT & Tech),Posted at: 01-02-2025
Image Slider,https://www.freelanceyard.com/en/jobs/image-slider-6,Studio Metz ,Startup,Budget: 7 USD,(IT & Tech),Posted at: 01-02-2025
Interactive Shopping Cart UI,https://www.freelanceyard.com/en/jobs/interactive-shopping-cart-ui-7,zenvertising ,Startup,Budget: 7 USD,(IT & Tech),Posted at: 01-02-2025
CSS Loading Animations,https://www.freelanceyard.com/en/jobs/css-loading-animations-7,Brain 4 Strategy ,Startup,Budget: 7 USD,(IT & Tech),Posted at: 01-02-2025
