ID,Title,Link,client name,Type,Budget,Category,Date Posted
2519,Design Mobile-First Layouts for Key Pages,https://www.freelanceyard.com/en/jobs/design-mobile-first-layouts-for-key-pages-4,Brain 4 Strategy ,Startup,12.0,IT & Tech,2025-03-06
2520,Create Admin Dashboard Interface,https://www.freelanceyard.com/en/jobs/create-admin-dashboard-interface-4,Brain 4 Strategy ,Startup,12.0,IT & Tech,2025-03-06
2521,Design User Account & Rented Books Layout,https://www.freelanceyard.com/en/jobs/design-user-account-rented-books-layout-1,Brain 4 Strategy ,Startup,12.0,IT & Tech,2025-03-06
2522,Create Checkout & Rental Confirmation Screens,https://www.freelanceyard.com/en/jobs/create-checkout-rental-confirmation-screens-1,Brain 4 Strategy ,Startup,12.0,IT & Tech,2025-03-06
2523,Design Rental Basket Page,https://www.freelanceyard.com/en/jobs/design-rental-basket-page-1,Brain 4 Strategy ,Startup,11.0,IT & Tech,2025-03-06
2524,Create Mobile-First Layouts for Key Screens,https://www.freelanceyard.com/en/jobs/create-mobile-first-layouts-for-key-screens-1,Born Digital ,Startup,11.0,IT & Tech,2025-03-06
2525,Design Admin Dashboard Interface,https://www.freelanceyard.com/en/jobs/design-admin-dashboard-interface-1,Born Digital ,Startup,11.0,IT & Tech,2025-03-06
2526,Create User Account & Profile Settings Layout,https://www.freelanceyard.com/en/jobs/create-user-account-profile-settings-layout-1,Born Digital ,Startup,11.0,IT & Tech,2025-03-06
2527,Develop Checkout & Confirmation Screen Designs,https://www.freelanceyard.com/en/jobs/develop-checkout-confirmation-screen-designs-1,Born Digital ,Startup,11.0,IT & Tech,2025-03-06
2528,Create User Account & Book Review UI,https://www.freelanceyard.com/en/jobs/create-user-account-book-review-ui-1,Brain 4 Strategy ,Startup,12.0,IT & Tech,2025-03-06
2529,Develop Rental Basket & Confirmation UI,https://www.freelanceyard.com/en/jobs/develop-rental-basket-confirmation-ui-1,Brain 4 Strategy ,Startup,12.0,IT & Tech,2025-03-06
2530,Create Book Catalog Listing & Searching UI,https://www.freelanceyard.com/en/jobs/create-book-catalog-listing-searching-ui-1,Brain 4 Strategy ,Startup,12.0,IT & Tech,2025-03-06
2531,Build Homepage & Global Navigation,https://www.freelanceyard.com/en/jobs/build-homepage-global-navigation-1,Brain 4 Strategy ,Startup,11.0,IT & Tech,2025-03-06
2532,Finalize Accessible & Polished UI Elements,https://www.freelanceyard.com/en/jobs/finalize-accessible-polished-ui-elements-2,Born Digital ,Startup,11.0,IT & Tech,2025-03-06
2533,Design Error & 404 Pages,https://www.freelanceyard.com/en/jobs/design-error-404-pages-5,Born Digital ,Startup,11.0,IT & Tech,2025-03-06
2534,Develop Cart & Mock Checkout UI,https://www.freelanceyard.com/en/jobs/develop-cart-mock-checkout-ui-1,Born Digital ,Startup,11.0,IT & Tech,2025-03-06
2535,Create Products Listing & Filtering,https://www.freelanceyard.com/en/jobs/create-products-listing-filtering-1,Born Digital ,Startup,11.0,IT & Tech,2025-03-06
2536,Build Homepage & Navigation,https://www.freelanceyard.com/en/jobs/build-homepage-navigation-3,Born Digital ,Startup,11.0,IT & Tech,2025-03-06
2537,Finalize Accessible & Polished UI Elements,https://www.freelanceyard.com/en/jobs/finalize-accessible-polished-ui-elements-1,Bonnie & Clyde Advertising Studio ,Startup,12.0,IT & Tech,2025-03-06
2538,Construct Shopping Cart Page Mockups,https://www.freelanceyard.com/en/jobs/construct-shopping-cart-page-mockups-1,Born Digital ,Startup,11.0,IT & Tech,2025-03-06
2539,Craft Products Listing & Filtering LayoutCraft,https://www.freelanceyard.com/en/jobs/craft-products-listing-filtering-layoutcraft,Born Digital ,Startup,11.0,IT & Tech,2025-03-06
2540,Design Homepage & Hero Section,https://www.freelanceyard.com/en/jobs/design-homepage-hero-section-5,Born Digital ,Startup,11.0,IT & Tech,2025-03-06
2541,Create Branding & Style Guide,https://www.freelanceyard.com/en/jobs/create-branding-style-guide-2,Born Digital ,Startup,11.0,IT & Tech,2025-03-06
2542,Develop Admin Dashboard (Front End),https://www.freelanceyard.com/en/jobs/develop-admin-dashboard-front-end-1,Born Digital ,Startup,11.0,IT & Tech,2025-03-06
2543,Create User Account & Order History Pages,https://www.freelanceyard.com/en/jobs/create-user-account-order-history-pages-1,Born Digital ,Startup,11.0,IT & Tech,2025-03-06
2544,Craft Products Listing & Filtering Layout,https://www.freelanceyard.com/en/jobs/craft-products-listing-filtering-layout,Bonnie & Clyde Advertising Studio ,Startup,11.0,IT & Tech,2025-03-06
2545,Design Homepage & Hero Section,https://www.freelanceyard.com/en/jobs/design-homepage-hero-section-4,Bonnie & Clyde Advertising Studio ,Startup,11.0,IT & Tech,2025-03-06
2546,Create Branding & Style Guide,https://www.freelanceyard.com/en/jobs/create-branding-style-guide,Bonnie & Clyde Advertising Studio ,Startup,11.0,IT & Tech,2025-03-06
2547,Develop Admin Dashboard (Front End),https://www.freelanceyard.com/en/jobs/develop-admin-dashboard-front-end,Bonnie & Clyde Advertising Studio ,Startup,11.0,IT & Tech,2025-03-06
2548,Design Error & 404 Pages,https://www.freelanceyard.com/en/jobs/design-error-404-pages-4,Bonnie & Clyde Advertising Studio ,Startup,12.0,IT & Tech,2025-03-06
2549,Create Mobile-First Layouts for Key Screens,https://www.freelanceyard.com/en/jobs/create-mobile-first-layouts-for-key-screens,Bonnie & Clyde Advertising Studio ,Startup,12.0,IT & Tech,2025-03-06
2550,Design Admin Dashboard Interface,https://www.freelanceyard.com/en/jobs/design-admin-dashboard-interface,Bonnie & Clyde Advertising Studio ,Startup,12.0,IT & Tech,2025-03-06
2551,Create User Account & Profile Settings Layout,https://www.freelanceyard.com/en/jobs/create-user-account-profile-settings-layout,Bonnie & Clyde Advertising Studio ,Startup,11.0,IT & Tech,2025-03-06
2552,Develop Checkout & Confirmation Screen Designs,https://www.freelanceyard.com/en/jobs/develop-checkout-confirmation-screen-designs,Bonnie & Clyde Advertising Studio ,Startup,11.0,IT & Tech,2025-03-06
2553,Construct Shopping Cart Page Mockups,https://www.freelanceyard.com/en/jobs/construct-shopping-cart-page-mockups,Bonnie & Clyde Advertising Studio ,Startup,11.0,IT & Tech,2025-03-06
2554,Develop Cart & Mock Checkout,https://www.freelanceyard.com/en/jobs/develop-cart-mock-checkout,Bonnie & Clyde Advertising Studio ,Startup,11.0,IT & Tech,2025-03-06
2555,User Authentication & Registration,https://www.freelanceyard.com/en/jobs/user-authentication-registration-1,Bonnie & Clyde Advertising Studio ,Startup,11.0,IT & Tech,2025-03-06
2556,Develop Admin Dashboard & Maintenance Mode Interface,https://www.freelanceyard.com/en/jobs/develop-admin-dashboard-maintenance-mode-interface,COMMERGENT ,Startup,14.0,IT & Tech,2025-03-05
2557,Create User Account & Bookings Review UI,https://www.freelanceyard.com/en/jobs/create-user-account-bookings-review-ui,COMMERGENT ,Startup,14.0,IT & Tech,2025-03-05
2558,Create User Account & Order History Pages,https://www.freelanceyard.com/en/jobs/create-user-account-order-history-pages,Bonnie & Clyde Advertising Studio ,Startup,11.0,IT & Tech,2025-03-06
2559,Develop Cart & Mock Checkout UI,https://www.freelanceyard.com/en/jobs/develop-cart-mock-checkout-ui,Bonnie & Clyde Advertising Studio ,Startup,11.0,IT & Tech,2025-03-06
2560,Create Products Listing & Filtering,https://www.freelanceyard.com/en/jobs/create-products-listing-filtering,Bonnie & Clyde Advertising Studio ,Startup,11.0,IT & Tech,2025-03-06
2561,Build Homepage & Navigation,https://www.freelanceyard.com/en/jobs/build-homepage-navigation-2,Bonnie & Clyde Advertising Studio ,Startup,11.0,IT & Tech,2025-03-06
2562,Admin Management Endpoints,https://www.freelanceyard.com/en/jobs/admin-management-endpoints,Bonnie & Clyde Advertising Studio ,Startup,11.0,IT & Tech,2025-03-06
2563,Implement Order History Feature,https://www.freelanceyard.com/en/jobs/implement-order-history-feature,Bonnie & Clyde Advertising Studio ,Startup,13.0,IT & Tech,2025-03-05
2564,Develop Travel Package Catalog & Quick Search,https://www.freelanceyard.com/en/jobs/develop-travel-package-catalog-quick-search,COMMERGENT ,Startup,13.0,IT & Tech,2025-03-05
2565,Create TravelSure User Accounts & Membership Tiers,https://www.freelanceyard.com/en/jobs/create-travelsure-user-accounts-membership-tiers,COMMERGENT ,Startup,13.0,IT & Tech,2025-03-05
2566,Finalize Accessible & Polished UI Elements,https://www.freelanceyard.com/en/jobs/finalize-accessible-polished-ui-elements,Codezilla SRL ,Corporate,13.0,IT & Tech,2025-03-05
2567,Design Error & 404 Pages,https://www.freelanceyard.com/en/jobs/design-error-404-pages-3,Codezilla SRL ,Corporate,13.0,IT & Tech,2025-03-05
2568,Develop Reservation Basket & Confirmation Flow,https://www.freelanceyard.com/en/jobs/develop-reservation-basket-confirmation-flow,COMMERGENT ,Startup,13.0,IT & Tech,2025-03-05
2569,Create Travel Catalog & Search UI,https://www.freelanceyard.com/en/jobs/create-travel-catalog-search-ui,COMMERGENT ,Startup,13.0,IT & Tech,2025-03-05
2570,Build TravelSure Homepage & Navigation,https://www.freelanceyard.com/en/jobs/build-travelsure-homepage-navigation,COMMERGENT ,Startup,13.0,IT & Tech,2025-03-05
2571,Create Admin Endpoints & Maintenance Mode,https://www.freelanceyard.com/en/jobs/create-admin-endpoints-maintenance-mode,COMMERGENT ,Startup,13.0,IT & Tech,2025-03-05
2572,Implement Booking Records & User Reviews,https://www.freelanceyard.com/en/jobs/implement-booking-records-user-reviews,COMMERGENT ,Startup,13.0,IT & Tech,2025-03-05
2573,Build Reservation Basket & Mock Checkout,https://www.freelanceyard.com/en/jobs/build-reservation-basket-mock-checkout,COMMERGENT ,Startup,13.0,IT & Tech,2025-03-05
2574,Design Homepage & Hero Section,https://www.freelanceyard.com/en/jobs/design-homepage-hero-section-3,Codezilla SRL ,Corporate,12.0,IT & Tech,2025-03-05
2575,Create Bookify Branding & Style Guide,https://www.freelanceyard.com/en/jobs/create-bookify-branding-style-guide,Codezilla SRL ,Corporate,12.0,IT & Tech,2025-03-05
2576,Develop Admin Dashboard & Maintenance Mode UI,https://www.freelanceyard.com/en/jobs/develop-admin-dashboard-maintenance-mode-ui,Codezilla SRL ,Corporate,12.0,IT & Tech,2025-03-05
2577,Create User Account & Book Review UI,https://www.freelanceyard.com/en/jobs/create-user-account-book-review-ui,Codezilla SRL ,Corporate,12.0,IT & Tech,2025-03-05
2578,Design Mobile-First Layouts for Key Pages,https://www.freelanceyard.com/en/jobs/design-mobile-first-layouts-for-key-pages-3,Codezilla SRL ,Corporate,13.0,IT & Tech,2025-03-05
2579,Create Admin Dashboard Interface,https://www.freelanceyard.com/en/jobs/create-admin-dashboard-interface-3,Codezilla SRL ,Corporate,13.0,IT & Tech,2025-03-05
2580,Design User Account & Rented Books Layout,https://www.freelanceyard.com/en/jobs/design-user-account-rented-books-layout,Codezilla SRL ,Corporate,13.0,IT & Tech,2025-03-05
2581,Create Checkout & Rental Confirmation Screens,https://www.freelanceyard.com/en/jobs/create-checkout-rental-confirmation-screens,Codezilla SRL ,Corporate,13.0,IT & Tech,2025-03-05
2582,Design Rental Basket Page,https://www.freelanceyard.com/en/jobs/design-rental-basket-page,Codezilla SRL ,Corporate,13.0,IT & Tech,2025-03-05
2583,Create Book Catalog & Searching Layout,https://www.freelanceyard.com/en/jobs/create-book-catalog-searching-layout,Codezilla SRL ,Corporate,13.0,IT & Tech,2025-03-05
2584,Create Book Catalog & Searching System,https://www.freelanceyard.com/en/jobs/create-book-catalog-searching-system,Codezilla SRL ,Corporate,12.0,IT & Tech,2025-03-05
2585,Create Bookify User Membership & Authentication,https://www.freelanceyard.com/en/jobs/create-bookify-user-membership-authentication,Codezilla SRL ,Corporate,12.0,IT & Tech,2025-03-05
2586,Working Web App,https://www.freelanceyard.com/en/jobs/working-web-app,Rick A. Blackwell ,Startup,50.0,IT & Tech,2025-03-05
2587,Finalize Accessible & Polished UI,https://www.freelanceyard.com/en/jobs/finalize-accessible-polished-ui-2,Minio Studio ,Startup,14.0,IT & Tech,2025-03-04
2588,Develop Rental Basket & Confirmation UI,https://www.freelanceyard.com/en/jobs/develop-rental-basket-confirmation-ui,Codezilla SRL ,Corporate,12.0,IT & Tech,2025-03-05
2589,Create Book Catalog Listing & Searching UI,https://www.freelanceyard.com/en/jobs/create-book-catalog-listing-searching-ui,Codezilla SRL ,Corporate,12.0,IT & Tech,2025-03-05
2590,Build Homepage & Global Navigation,https://www.freelanceyard.com/en/jobs/build-homepage-global-navigation,Codezilla SRL ,Corporate,12.0,IT & Tech,2025-03-05
2591,Build Admin Tools & Maintenance Mode,https://www.freelanceyard.com/en/jobs/build-admin-tools-maintenance-mode,Codezilla SRL ,Corporate,12.0,IT & Tech,2025-03-05
2592,Implement Order History & Community Ratings,https://www.freelanceyard.com/en/jobs/implement-order-history-community-ratings,Codezilla SRL ,Corporate,12.0,IT & Tech,2025-03-05
2593,Develop Rental Basket & Reservation Logic,https://www.freelanceyard.com/en/jobs/develop-rental-basket-reservation-logic,Minio Studio ,Startup,10.0,IT & Tech,2025-03-04
2594,Design Homepage & Hero Section,https://www.freelanceyard.com/en/jobs/design-homepage-hero-section-2,Minio Studio ,Startup,10.0,IT & Tech,2025-03-04
2595,Create Course Catalog & Search Layout,https://www.freelanceyard.com/en/jobs/create-course-catalog-search-layout,Minio Studio ,Startup,10.0,IT & Tech,2025-03-04
2596,Create EduSure Branding & Style Guide,https://www.freelanceyard.com/en/jobs/create-edusure-branding-style-guide,Minio Studio ,Startup,10.0,IT & Tech,2025-03-04
2597,Implement Course Progress & Feedback,https://www.freelanceyard.com/en/jobs/implement-course-progress-feedback,Minio Studio ,Startup,10.0,IT & Tech,2025-03-04
2598,Design Error & 404 Pages,https://www.freelanceyard.com/en/jobs/design-error-404-pages-2,Minio Studio ,Startup,13.0,IT & Tech,2025-03-04
2599,Design Mobile-First Layouts for Key Pages,https://www.freelanceyard.com/en/jobs/design-mobile-first-layouts-for-key-pages-2,Minio Studio ,Startup,12.0,IT & Tech,2025-03-04
2600,Create Admin Dashboard Interface,https://www.freelanceyard.com/en/jobs/create-admin-dashboard-interface-2,Minio Studio ,Startup,11.0,IT & Tech,2025-03-04
2601,Design User Account & Course Progress Layout,https://www.freelanceyard.com/en/jobs/design-user-account-course-progress-layout,Minio Studio ,Startup,10.0,IT & Tech,2025-03-04
2602,Create Checkout & Confirmation Screens,https://www.freelanceyard.com/en/jobs/create-checkout-confirmation-screens-1,Minio Studio ,Startup,10.0,IT & Tech,2025-03-04
2603,Design Enrollment Cart Page,https://www.freelanceyard.com/en/jobs/design-enrollment-cart-page,Minio Studio ,Startup,10.0,IT & Tech,2025-03-04
2604,Build Enrollment Cart & Mock Checkout,https://www.freelanceyard.com/en/jobs/build-enrollment-cart-mock-checkout,Minio Studio ,Startup,10.0,IT & Tech,2025-03-04
2605,Develop Course Catalog & Searching,https://www.freelanceyard.com/en/jobs/develop-course-catalog-searching,Minio Studio ,Startup,10.0,IT & Tech,2025-03-04
2606,Create User Accounts & Roles (Student/Instructor),https://www.freelanceyard.com/en/jobs/create-user-accounts-roles-studentinstructor,Minio Studio ,Startup,10.0,IT & Tech,2025-03-04
2607,Finalize Accessible & Polished UI,https://www.freelanceyard.com/en/jobs/finalize-accessible-polished-ui-1,Revolution Media ,Startup,15.0,IT & Tech,2025-03-04
2608,Develop Admin Dashboard & Maintenance Toggle,https://www.freelanceyard.com/en/jobs/develop-admin-dashboard-maintenance-toggle-1,Minio Studio ,Startup,10.0,IT & Tech,2025-03-04
2609,Create User Account & Progress UI,https://www.freelanceyard.com/en/jobs/create-user-account-progress-ui,Minio Studio ,Startup,10.0,IT & Tech,2025-03-04
2610,Develop Enrollment Cart & Checkout Flow,https://www.freelanceyard.com/en/jobs/develop-enrollment-cart-checkout-flow,Minio Studio ,Startup,10.0,IT & Tech,2025-03-04
2611,Create Course Catalog & Search UI,https://www.freelanceyard.com/en/jobs/create-course-catalog-search-ui,Minio Studio ,Startup,10.0,IT & Tech,2025-03-04
2612,Build Homepage & Navigation,https://www.freelanceyard.com/en/jobs/build-homepage-navigation-1,Minio Studio ,Startup,10.0,IT & Tech,2025-03-04
2613,Create Admin Tools & Maintenance Mode,https://www.freelanceyard.com/en/jobs/create-admin-tools-maintenance-mode-1,Minio Studio ,Startup,15.0,IT & Tech,2025-03-04
2614,Create Event Catalog & Filter Layout,https://www.freelanceyard.com/en/jobs/create-event-catalog-filter-layout,Revolution Media ,Startup,15.0,IT & Tech,2025-03-04
2615,Build Ticket Cart & Mock Checkout,https://www.freelanceyard.com/en/jobs/build-ticket-cart-mock-checkout,Revolution Media ,Startup,14.0,IT & Tech,2025-03-04
2616,Design Homepage & Hero Section,https://www.freelanceyard.com/en/jobs/design-homepage-hero-section-1,Revolution Media ,Startup,15.0,IT & Tech,2025-03-04
2617,Create EventSure Branding & Style Guide,https://www.freelanceyard.com/en/jobs/create-eventsure-branding-style-guide,Revolution Media ,Startup,15.0,IT & Tech,2025-03-04
2618,Design Error & 404 Pages,https://www.freelanceyard.com/en/jobs/design-error-404-pages-1,Revolution Media ,Startup,15.0,IT & Tech,2025-03-04
2619,Design Mobile-First Layouts for Key Pages,https://www.freelanceyard.com/en/jobs/design-mobile-first-layouts-for-key-pages-1,Revolution Media ,Startup,15.0,IT & Tech,2025-03-04
2620,Create Admin Dashboard Interface,https://www.freelanceyard.com/en/jobs/create-admin-dashboard-interface-1,Revolution Media ,Startup,15.0,IT & Tech,2025-03-04
2621,Design User Account & Booking History Layout,https://www.freelanceyard.com/en/jobs/design-user-account-booking-history-layout-1,Revolution Media ,Startup,15.0,IT & Tech,2025-03-04
2622,Create Checkout & Confirmation Screens,https://www.freelanceyard.com/en/jobs/create-checkout-confirmation-screens,Revolution Media ,Startup,15.0,IT & Tech,2025-03-04
2623,Create Admin Tools & Maintenance Mode,https://www.freelanceyard.com/en/jobs/create-admin-tools-maintenance-mode,Revolution Media ,Startup,15.0,IT & Tech,2025-03-04
2624,Implement Order History & Event Reviews,https://www.freelanceyard.com/en/jobs/implement-order-history-event-reviews,Revolution Media ,Startup,14.0,IT & Tech,2025-03-04
2625,Develop Event Catalog & Basic Search,https://www.freelanceyard.com/en/jobs/develop-event-catalog-basic-search,Revolution Media ,Startup,14.0,IT & Tech,2025-03-04
2626,Create User Accounts & Membership Tiers,https://www.freelanceyard.com/en/jobs/create-user-accounts-membership-tiers,Revolution Media ,Startup,14.0,IT & Tech,2025-03-04
2627,Finalize Accessible & Polished UI,https://www.freelanceyard.com/en/jobs/finalize-accessible-polished-ui,COMMERGENT ,Startup,14.0,IT & Tech,2025-03-04
2628,Develop Admin Dashboard & Maintenance Toggle,https://www.freelanceyard.com/en/jobs/develop-admin-dashboard-maintenance-toggle,Revolution Media ,Startup,15.0,IT & Tech,2025-03-04
2629,Create User Account & Review UI,https://www.freelanceyard.com/en/jobs/create-user-account-review-ui,Revolution Media ,Startup,15.0,IT & Tech,2025-03-04
2630,Develop Ticket Cart & Checkout Flow,https://www.freelanceyard.com/en/jobs/develop-ticket-cart-checkout-flow,Revolution Media ,Startup,15.0,IT & Tech,2025-03-04
2631,Create Event Catalog & Filter UI,https://www.freelanceyard.com/en/jobs/create-event-catalog-filter-ui,Revolution Media ,Startup,15.0,IT & Tech,2025-03-04
2632,Build Homepage & Navigation,https://www.freelanceyard.com/en/jobs/build-homepage-navigation,Revolution Media ,Startup,15.0,IT & Tech,2025-03-04
2633,Create Admin Tools & Maintenance Mode,https://www.freelanceyard.com/en/jobs/create-admin-tools-maintenance-mode,Revolution Media ,Startup,14.0,IT & Tech,2025-03-04
2634,Create Travel Catalog & Search Layout,https://www.freelanceyard.com/en/jobs/create-travel-catalog-search-layout,COMMERGENT ,Startup,14.0,IT & Tech,2025-03-04
2635,Design Homepage & Hero Section,https://www.freelanceyard.com/en/jobs/design-homepage-hero-section,COMMERGENT ,Startup,14.0,IT & Tech,2025-03-04
2636,Create TravelSure Branding & Style Guide,https://www.freelanceyard.com/en/jobs/create-travelsure-branding-style-guide,COMMERGENT ,Startup,14.0,IT & Tech,2025-03-04
2637,User Authentication & Registration,https://www.freelanceyard.com/en/jobs/user-authentication-registration,Bonnie & Clyde Advertising Studio ,Startup,11.0,IT & Tech,2025-03-04
2638,Design Error & 404 Pages,https://www.freelanceyard.com/en/jobs/design-error-404-pages,COMMERGENT ,Startup,14.0,IT & Tech,2025-03-04
2639,Design Mobile-First Layouts for Key Pages,https://www.freelanceyard.com/en/jobs/design-mobile-first-layouts-for-key-pages,COMMERGENT ,Startup,14.0,IT & Tech,2025-03-04
2640,Create Admin Dashboard Interface,https://www.freelanceyard.com/en/jobs/create-admin-dashboard-interface,COMMERGENT ,Startup,14.0,IT & Tech,2025-03-04
2641,Design User Account & Booking History Layout,https://www.freelanceyard.com/en/jobs/design-user-account-booking-history-layout,COMMERGENT ,Startup,14.0,IT & Tech,2025-03-04
2642,Create Checkout & Booking Confirmation Screens,https://www.freelanceyard.com/en/jobs/create-checkout-booking-confirmation-screens,COMMERGENT ,Startup,14.0,IT & Tech,2025-03-04
2643,Design Reservation Basket Page,https://www.freelanceyard.com/en/jobs/design-reservation-basket-page,COMMERGENT ,Corporate,7.0,IT & Tech,2025-02-01
2644,Team Member Profiles,https://www.freelanceyard.com/en/jobs/team-member-profiles-9,Bonnie & Clyde Advertising Studio ,Startup,7.0,IT & Tech,2025-02-01
2645,Blog Post Layout,https://www.freelanceyard.com/en/jobs/blog-post-layout-9,High Contrast ,Startup,7.0,IT & Tech,2025-02-01
2646,Simple Polling App,https://www.freelanceyard.com/en/jobs/simple-polling-app-8,Intent 3D ,Startup,7.0,IT & Tech,2025-02-01
2647,Recipe Filter App,https://www.freelanceyard.com/en/jobs/recipe-filter-app-9,Revolution Media ,Startup,7.0,IT & Tech,2025-02-01
2648,create a website frontend,https://www.freelanceyard.com/en/jobs/create-a-website-frontend,Techn ,Startup,5.5,IT & Tech,2025-02-25
2649,Emergency app for kids,https://www.freelanceyard.com/en/jobs/emergency-app-for-kids,Amary startup ,Individual,4.32,IT & Tech,2025-02-24
2650,Web Developer Needed for E-Commerce Gallery Website,https://www.freelanceyard.com/en/jobs/web-developer-needed-for-e-commerce-gallery-website,horizons@outlook.com ,Startup,35.0,IT & Tech,2025-02-20
2651,Mobile App Development for startup,https://www.freelanceyard.com/en/jobs/mobile-app-development-for-startup,Quest Activities Ltd ,Startup,1120.0,IT & Tech,2025-02-17
2652,Personalized To-Do List,https://www.freelanceyard.com/en/jobs/personalized-to-do-list-9,COMMERGENT ,Startup,7.0,IT & Tech,2025-02-01
2653,Interactive Mood Tracker,https://www.freelanceyard.com/en/jobs/interactive-mood-tracker-9,FelixCo ,Startup,7.0,IT & Tech,2025-02-01
2654,Personal Dashboard Layout,https://www.freelanceyard.com/en/jobs/personal-dashboard-layout-9,MONARK IT ,Startup,7.0,IT & Tech,2025-02-01
2655,Product Filter UI,https://www.freelanceyard.com/en/jobs/product-filter-ui-7,Studio Metz ,Startup,7.0,IT & Tech,2025-02-01
2656,404 Error Page,https://www.freelanceyard.com/en/jobs/404-error-page-7,zenvertising ,Startup,7.0,IT & Tech,2025-02-01
2657,Image Slider,https://www.freelanceyard.com/en/jobs/image-slider-7,Brain 4 Strategy ,Startup,7.0,IT & Tech,2025-02-01
2658,Event Countdown Timer,https://www.freelanceyard.com/en/jobs/event-countdown-timer-8,Solveita ,Startup,7.0,IT & Tech,2025-02-01
2659,Testimonials Slider,https://www.freelanceyard.com/en/jobs/testimonials-slider-9,Marketing Deck ,Startup,7.0,IT & Tech,2025-02-01
2660,Image Gallery with Lightbox,https://www.freelanceyard.com/en/jobs/image-gallery-with-lightbox-8,Flowr Agency ,Startup,7.0,IT & Tech,2025-02-01
2661,SecureLogin,https://www.freelanceyard.com/en/jobs/securelogin-23,The Public Advisors ,Corporate,7.0,IT & Tech,2025-02-01
2662,Animated Progress Bar,https://www.freelanceyard.com/en/jobs/animated-progress-bar-8,Born Digital ,Startup,7.0,IT & Tech,2025-02-01
2663,Digital Clock,https://www.freelanceyard.com/en/jobs/digital-clock-8,FelixCo ,Startup,7.0,IT & Tech,2025-02-01
2664,Product Card Design,https://www.freelanceyard.com/en/jobs/product-card-design-7,Revolution Media ,Startup,7.0,IT & Tech,2025-02-01
2665,Responsive Navbar,https://www.freelanceyard.com/en/jobs/responsive-navbar-7,High Contrast ,Startup,7.0,IT & Tech,2025-02-01
2666,Login Form with Validation,https://www.freelanceyard.com/en/jobs/login-form-with-validation-7,COMMERGENT ,Startup,7.0,IT & Tech,2025-02-01
2667,Trivia Quiz Game,https://www.freelanceyard.com/en/jobs/trivia-quiz-game-7,Codezilla SRL ,Corporate,7.0,IT & Tech,2025-02-01
2668,Interactive Shopping Cart UI,https://www.freelanceyard.com/en/jobs/interactive-shopping-cart-ui-8,Tuio ,Startup,7.0,IT & Tech,2025-02-01
2669,CSS Loading Animations,https://www.freelanceyard.com/en/jobs/css-loading-animations-8,Hariga Advertising ,Startup,7.0,IT & Tech,2025-02-01
2670,Contact Us Form with Map Embed,https://www.freelanceyard.com/en/jobs/contact-us-form-with-map-embed-9,Minio Studio ,Startup,7.0,IT & Tech,2025-02-01
2671,Responsive FAQ Accordion,https://www.freelanceyard.com/en/jobs/responsive-faq-accordion-9,EchoGlobal ,Startup,7.0,IT & Tech,2025-02-01
2672,User Profile Card,https://www.freelanceyard.com/en/jobs/user-profile-card-8,The Public Advisors ,Corporate,7.0,IT & Tech,2025-02-01
2673,Interactive Pricing Table,https://www.freelanceyard.com/en/jobs/interactive-pricing-table-7,Marketing Deck ,Startup,7.0,IT & Tech,2025-02-01
2674,Interactive Image Gallery,https://www.freelanceyard.com/en/jobs/interactive-image-gallery-7,MONARK IT ,Startup,7.0,IT & Tech,2025-02-01
2675,JavaScript To-Do List,https://www.freelanceyard.com/en/jobs/javascript-to-do-list-7,Studio Metz ,Startup,7.0,IT & Tech,2025-02-01
2676,Responsive Landing Page,https://www.freelanceyard.com/en/jobs/responsive-landing-page-7,zenvertising ,Startup,7.0,IT & Tech,2025-02-01
2677,Personal Portfolio Page,https://www.freelanceyard.com/en/jobs/personal-portfolio-page-7,Brain 4 Strategy ,Startup,7.0,IT & Tech,2025-02-01
2678,Recipe Page,https://www.freelanceyard.com/en/jobs/recipe-page-23,Bonnie & Clyde Advertising Studio ,Startup,7.0,IT & Tech,2025-02-01
2679,Calculator,https://www.freelanceyard.com/en/jobs/calculator-32,Intent 3D ,Startup,7.0,IT & Tech,2025-02-01
2680,Newsletter Signup Form,https://www.freelanceyard.com/en/jobs/newsletter-signup-form-8,Solveita ,Startup,7.0,IT & Tech,2025-02-01
2681,Countdown Timer,https://www.freelanceyard.com/en/jobs/countdown-timer-7,Flowr Agency ,Startup,7.0,IT & Tech,2025-02-01
2682,Dark Mode Toggle,https://www.freelanceyard.com/en/jobs/dark-mode-toggle-7,Born Digital ,Startup,7.0,IT & Tech,2025-02-01
2683,Simple Blog Layout,https://www.freelanceyard.com/en/jobs/simple-blog-layout-7,FelixCo ,Startup,7.0,IT & Tech,2025-02-01
2684,Personalized To-Do List,https://www.freelanceyard.com/en/jobs/personalized-to-do-list-8,Revolution Media ,Startup,7.0,IT & Tech,2025-02-01
2685,Interactive Mood Tracker,https://www.freelanceyard.com/en/jobs/interactive-mood-tracker-8,High Contrast ,Startup,7.0,IT & Tech,2025-02-01
2686,Team Member Profiles,https://www.freelanceyard.com/en/jobs/team-member-profiles-8,COMMERGENT ,Startup,7.0,IT & Tech,2025-02-01
2687,Simple Polling App,https://www.freelanceyard.com/en/jobs/simple-polling-app-7,Codezilla SRL ,Corporate,7.0,IT & Tech,2025-02-01
2688,Loady loading,https://www.freelanceyard.com/en/jobs/loady-loading-32,Tuio ,Startup,7.0,IT & Tech,2025-02-01
