ID,Title,Category_English,category_arabic,Posted,Avg offer,Duration(Days),Number of Offers,Tags,Tags_en,Link
356,تصميم ثيم شوبينج في سلة,Web Development,تطوير الويب,2025-04-25,40.00 ,2.0,7,تطوير البرمجيات,Software development,https://mostaql.com/project/1076155-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AB%D9%8A%D9%85-%D8%B4%D9%88%D8%A8%D9%8A%D9%86%D8%AC-%D9%81%D9%8A-%D8%B3%D9%84%D8%A9
356,تصميم ثيم شوبينج في سلة,Web Development,تطوير الويب,2025-04-25,40.00 ,2.0,7,تصميم موقع إلكتروني,Design a website,https://mostaql.com/project/1076155-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AB%D9%8A%D9%85-%D8%B4%D9%88%D8%A8%D9%8A%D9%86%D8%AC-%D9%81%D9%8A-%D8%B3%D9%84%D8%A9
356,تصميم ثيم شوبينج في سلة,Web Development,تطوير الويب,2025-04-25,40.00 ,2.0,7,تصميم مواقع,Site design,https://mostaql.com/project/1076155-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AB%D9%8A%D9%85-%D8%B4%D9%88%D8%A8%D9%8A%D9%86%D8%AC-%D9%81%D9%8A-%D8%B3%D9%84%D8%A9
357,مبرمج سريع في العمل,Web Development,تطوير الويب,2025-04-24,70.00 ,3.0,10,برمجة مواقع,Site programming,https://mostaql.com/project/1076051-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-%D8%B3%D8%B1%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D8%B9%D9%85%D9%84
357,مبرمج سريع في العمل,Web Development,تطوير الويب,2025-04-24,70.00 ,3.0,10,تطوير الويب,Web development,https://mostaql.com/project/1076051-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-%D8%B3%D8%B1%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D8%B9%D9%85%D9%84
357,مبرمج سريع في العمل,Web Development,تطوير الويب,2025-04-24,70.00 ,3.0,10,تصميم مواقع,Site design,https://mostaql.com/project/1076051-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-%D8%B3%D8%B1%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D8%B9%D9%85%D9%84
357,مبرمج سريع في العمل,Web Development,تطوير الويب,2025-04-24,70.00 ,3.0,10,خدمات الويب,Web services,https://mostaql.com/project/1076051-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-%D8%B3%D8%B1%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D8%B9%D9%85%D9%84
357,مبرمج سريع في العمل,Web Development,تطوير الويب,2025-04-24,70.00 ,3.0,10,تطوير الويب الكامل,Full web development,https://mostaql.com/project/1076051-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-%D8%B3%D8%B1%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D8%B9%D9%85%D9%84
357,مبرمج سريع في العمل,Web Development,تطوير الويب,2025-04-24,70.00 ,3.0,10,برمجة,programming,https://mostaql.com/project/1076051-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-%D8%B3%D8%B1%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D8%B9%D9%85%D9%84
357,مبرمج سريع في العمل,Web Development,تطوير الويب,2025-04-24,70.00 ,3.0,10,تطوير البرمجيات,Software development,https://mostaql.com/project/1076051-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-%D8%B3%D8%B1%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D8%B9%D9%85%D9%84
358,برمجة متجر إلكتروني وموبايل ويب فيو,Web Development,تطوير الويب,2025-04-24,900.00 ,30.0,5,برمجة التطبيقات,Application programming,https://mostaql.com/project/1076021-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D9%85%D8%AA%D8%AC%D8%B1-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D9%88%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D9%88%D9%8A%D8%A8-%D9%81%D9%8A%D9%88
358,برمجة متجر إلكتروني وموبايل ويب فيو,Web Development,تطوير الويب,2025-04-24,900.00 ,30.0,5,برمجة مواقع,Site programming,https://mostaql.com/project/1076021-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D9%85%D8%AA%D8%AC%D8%B1-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D9%88%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D9%88%D9%8A%D8%A8-%D9%81%D9%8A%D9%88
358,برمجة متجر إلكتروني وموبايل ويب فيو,Web Development,تطوير الويب,2025-04-24,900.00 ,30.0,5,إنشاء متجر إلكتروني,Create an electronic store,https://mostaql.com/project/1076021-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D9%85%D8%AA%D8%AC%D8%B1-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D9%88%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D9%88%D9%8A%D8%A8-%D9%81%D9%8A%D9%88
358,برمجة متجر إلكتروني وموبايل ويب فيو,Web Development,تطوير الويب,2025-04-24,900.00 ,30.0,5,تصميم متجر إلكتروني,Electronic store design,https://mostaql.com/project/1076021-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D9%85%D8%AA%D8%AC%D8%B1-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D9%88%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D9%88%D9%8A%D8%A8-%D9%81%D9%8A%D9%88
358,برمجة متجر إلكتروني وموبايل ويب فيو,Web Development,تطوير الويب,2025-04-24,900.00 ,30.0,5,برمجة,programming,https://mostaql.com/project/1076021-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D9%85%D8%AA%D8%AC%D8%B1-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D9%88%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D9%88%D9%8A%D8%A8-%D9%81%D9%8A%D9%88
359,تطبيق تاكسي احترافي,Web Development,تطوير الويب,2025-04-24,375.00 ,15.0,8,برمجة,programming,https://mostaql.com/project/1075697-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AA%D8%A7%D9%83%D8%B3%D9%8A-%D8%A7%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A
359,تطبيق تاكسي احترافي,Web Development,تطوير الويب,2025-04-24,375.00 ,15.0,8,إنشاء تطبيق,Create an app,https://mostaql.com/project/1075697-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AA%D8%A7%D9%83%D8%B3%D9%8A-%D8%A7%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A
359,تطبيق تاكسي احترافي,Web Development,تطوير الويب,2025-04-24,375.00 ,15.0,8,برمجة التطبيقات,Application programming,https://mostaql.com/project/1075697-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AA%D8%A7%D9%83%D8%B3%D9%8A-%D8%A7%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A
359,تطبيق تاكسي احترافي,Web Development,تطوير الويب,2025-04-24,375.00 ,15.0,8,تطوير التطبيقات,Application development,https://mostaql.com/project/1075697-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AA%D8%A7%D9%83%D8%B3%D9%8A-%D8%A7%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A
359,تطبيق تاكسي احترافي,Web Development,تطوير الويب,2025-04-24,375.00 ,15.0,8,تطوير البرمجيات,Software development,https://mostaql.com/project/1075697-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AA%D8%A7%D9%83%D8%B3%D9%8A-%D8%A7%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A
360,إنشاء منصة للإعلانات المبوبة,Web Development,تطوير الويب,2025-04-25,425.00 ,10.0,6,جافا سكريبت,Java Script,https://mostaql.com/project/1076120-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%85%D9%86%D8%B5%D8%A9-%D9%84%D9%84%D8%A5%D8%B9%D9%84%D8%A7%D9%86%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%A8%D9%88%D8%A8%D8%A9
360,إنشاء منصة للإعلانات المبوبة,Web Development,تطوير الويب,2025-04-25,425.00 ,10.0,6,CSS,CSS,https://mostaql.com/project/1076120-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%85%D9%86%D8%B5%D8%A9-%D9%84%D9%84%D8%A5%D8%B9%D9%84%D8%A7%D9%86%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%A8%D9%88%D8%A8%D8%A9
360,إنشاء منصة للإعلانات المبوبة,Web Development,تطوير الويب,2025-04-25,425.00 ,10.0,6,PHP,PHP,https://mostaql.com/project/1076120-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%85%D9%86%D8%B5%D8%A9-%D9%84%D9%84%D8%A5%D8%B9%D9%84%D8%A7%D9%86%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%A8%D9%88%D8%A8%D8%A9
360,إنشاء منصة للإعلانات المبوبة,Web Development,تطوير الويب,2025-04-25,425.00 ,10.0,6,بايثون,Python,https://mostaql.com/project/1076120-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%85%D9%86%D8%B5%D8%A9-%D9%84%D9%84%D8%A5%D8%B9%D9%84%D8%A7%D9%86%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%A8%D9%88%D8%A8%D8%A9
360,إنشاء منصة للإعلانات المبوبة,Web Development,تطوير الويب,2025-04-25,425.00 ,10.0,6,أمن وحماية المواقع,Security and protection of sites,https://mostaql.com/project/1076120-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%85%D9%86%D8%B5%D8%A9-%D9%84%D9%84%D8%A5%D8%B9%D9%84%D8%A7%D9%86%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%A8%D9%88%D8%A8%D8%A9
360,إنشاء منصة للإعلانات المبوبة,Web Development,تطوير الويب,2025-04-25,425.00 ,10.0,6,إنشاء موقع إلكتروني,Create a website,https://mostaql.com/project/1076120-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%85%D9%86%D8%B5%D8%A9-%D9%84%D9%84%D8%A5%D8%B9%D9%84%D8%A7%D9%86%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%A8%D9%88%D8%A8%D8%A9
360,إنشاء منصة للإعلانات المبوبة,Web Development,تطوير الويب,2025-04-25,425.00 ,10.0,6,برمجة مواقع,Site programming,https://mostaql.com/project/1076120-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%85%D9%86%D8%B5%D8%A9-%D9%84%D9%84%D8%A5%D8%B9%D9%84%D8%A7%D9%86%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%A8%D9%88%D8%A8%D8%A9
360,إنشاء منصة للإعلانات المبوبة,Web Development,تطوير الويب,2025-04-25,425.00 ,10.0,6,برمجة,programming,https://mostaql.com/project/1076120-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%85%D9%86%D8%B5%D8%A9-%D9%84%D9%84%D8%A5%D8%B9%D9%84%D8%A7%D9%86%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%A8%D9%88%D8%A8%D8%A9
361,تطوير تطبيق إسلامس للقرآن الكريم,Mobile Development,تطوير التطبيقات,2025-04-24,750.00 ,30.0,20,flutter,flutter,https://mostaql.com/project/1076086-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%A5%D8%B3%D9%84%D8%A7%D9%85%D8%B3-%D9%84%D9%84%D9%82%D8%B1%D8%A2%D9%86-%D8%A7%D9%84%D9%83%D8%B1%D9%8A%D9%85
361,تطوير تطبيق إسلامس للقرآن الكريم,Mobile Development,تطوير التطبيقات,2025-04-24,750.00 ,30.0,20,فايربيس,Fires,https://mostaql.com/project/1076086-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%A5%D8%B3%D9%84%D8%A7%D9%85%D8%B3-%D9%84%D9%84%D9%82%D8%B1%D8%A2%D9%86-%D8%A7%D9%84%D9%83%D8%B1%D9%8A%D9%85
361,تطوير تطبيق إسلامس للقرآن الكريم,Mobile Development,تطوير التطبيقات,2025-04-24,750.00 ,30.0,20,Front End,Front End,https://mostaql.com/project/1076086-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%A5%D8%B3%D9%84%D8%A7%D9%85%D8%B3-%D9%84%D9%84%D9%82%D8%B1%D8%A2%D9%86-%D8%A7%D9%84%D9%83%D8%B1%D9%8A%D9%85
361,تطوير تطبيق إسلامس للقرآن الكريم,Mobile Development,تطوير التطبيقات,2025-04-24,750.00 ,30.0,20,Restful API,Restful API,https://mostaql.com/project/1076086-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%A5%D8%B3%D9%84%D8%A7%D9%85%D8%B3-%D9%84%D9%84%D9%82%D8%B1%D8%A2%D9%86-%D8%A7%D9%84%D9%83%D8%B1%D9%8A%D9%85
361,تطوير تطبيق إسلامس للقرآن الكريم,Mobile Development,تطوير التطبيقات,2025-04-24,750.00 ,30.0,20,Dart,Dart,https://mostaql.com/project/1076086-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%A5%D8%B3%D9%84%D8%A7%D9%85%D8%B3-%D9%84%D9%84%D9%82%D8%B1%D8%A2%D9%86-%D8%A7%D9%84%D9%83%D8%B1%D9%8A%D9%85
361,تطوير تطبيق إسلامس للقرآن الكريم,Mobile Development,تطوير التطبيقات,2025-04-24,750.00 ,30.0,20,اللغة الإنجليزية,english language,https://mostaql.com/project/1076086-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%A5%D8%B3%D9%84%D8%A7%D9%85%D8%B3-%D9%84%D9%84%D9%82%D8%B1%D8%A2%D9%86-%D8%A7%D9%84%D9%83%D8%B1%D9%8A%D9%85
361,تطوير تطبيق إسلامس للقرآن الكريم,Mobile Development,تطوير التطبيقات,2025-04-24,750.00 ,30.0,20,واجهة برمجة التطبيقات,Application programming interface,https://mostaql.com/project/1076086-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%A5%D8%B3%D9%84%D8%A7%D9%85%D8%B3-%D9%84%D9%84%D9%82%D8%B1%D8%A2%D9%86-%D8%A7%D9%84%D9%83%D8%B1%D9%8A%D9%85
361,تطوير تطبيق إسلامس للقرآن الكريم,Mobile Development,تطوير التطبيقات,2025-04-24,750.00 ,30.0,20,برمجة التطبيقات,Application programming,https://mostaql.com/project/1076086-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%A5%D8%B3%D9%84%D8%A7%D9%85%D8%B3-%D9%84%D9%84%D9%82%D8%B1%D8%A2%D9%86-%D8%A7%D9%84%D9%83%D8%B1%D9%8A%D9%85
361,تطوير تطبيق إسلامس للقرآن الكريم,Mobile Development,تطوير التطبيقات,2025-04-24,750.00 ,30.0,20,تطوير التطبيقات,Application development,https://mostaql.com/project/1076086-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%A5%D8%B3%D9%84%D8%A7%D9%85%D8%B3-%D9%84%D9%84%D9%82%D8%B1%D8%A2%D9%86-%D8%A7%D9%84%D9%83%D8%B1%D9%8A%D9%85
362,موقع إلكتروني خاص بالحجوزات ومتجر بيع منتجات في نفس الموقع,Web Development,تطوير الويب,2025-04-24,350.00 ,8.0,16,تصميم موقع إلكتروني,Design a website,https://mostaql.com/project/1076031-%D9%85%D9%88%D9%82%D8%B9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D8%AE%D8%A7%D8%B5-%D8%A8%D8%A7%D9%84%D8%AD%D8%AC%D9%88%D8%B2%D8%A7%D8%AA-%D9%88%D9%85%D8%AA%D8%AC%D8%B1-%D8%A8%D9%8A%D8%B9-%D9%85%D9%86%D8%AA%D8%AC%D8%A7%D8%AA-%D9%81%D9%8A-%D9%86%D9%81%D8%B3-%D8%A7%D9%84%D9%85%D9%88%D9%82%D8%B9
362,موقع إلكتروني خاص بالحجوزات ومتجر بيع منتجات في نفس الموقع,Web Development,تطوير الويب,2025-04-24,350.00 ,8.0,16,برمجة,programming,https://mostaql.com/project/1076031-%D9%85%D9%88%D9%82%D8%B9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D8%AE%D8%A7%D8%B5-%D8%A8%D8%A7%D9%84%D8%AD%D8%AC%D9%88%D8%B2%D8%A7%D8%AA-%D9%88%D9%85%D8%AA%D8%AC%D8%B1-%D8%A8%D9%8A%D8%B9-%D9%85%D9%86%D8%AA%D8%AC%D8%A7%D8%AA-%D9%81%D9%8A-%D9%86%D9%81%D8%B3-%D8%A7%D9%84%D9%85%D9%88%D9%82%D8%B9
362,موقع إلكتروني خاص بالحجوزات ومتجر بيع منتجات في نفس الموقع,Web Development,تطوير الويب,2025-04-24,350.00 ,8.0,16,برمجة مواقع,Site programming,https://mostaql.com/project/1076031-%D9%85%D9%88%D9%82%D8%B9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D8%AE%D8%A7%D8%B5-%D8%A8%D8%A7%D9%84%D8%AD%D8%AC%D9%88%D8%B2%D8%A7%D8%AA-%D9%88%D9%85%D8%AA%D8%AC%D8%B1-%D8%A8%D9%8A%D8%B9-%D9%85%D9%86%D8%AA%D8%AC%D8%A7%D8%AA-%D9%81%D9%8A-%D9%86%D9%81%D8%B3-%D8%A7%D9%84%D9%85%D9%88%D9%82%D8%B9
362,موقع إلكتروني خاص بالحجوزات ومتجر بيع منتجات في نفس الموقع,Web Development,تطوير الويب,2025-04-24,350.00 ,8.0,16,إنشاء متجر إلكتروني,Create an electronic store,https://mostaql.com/project/1076031-%D9%85%D9%88%D9%82%D8%B9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D8%AE%D8%A7%D8%B5-%D8%A8%D8%A7%D9%84%D8%AD%D8%AC%D9%88%D8%B2%D8%A7%D8%AA-%D9%88%D9%85%D8%AA%D8%AC%D8%B1-%D8%A8%D9%8A%D8%B9-%D9%85%D9%86%D8%AA%D8%AC%D8%A7%D8%AA-%D9%81%D9%8A-%D9%86%D9%81%D8%B3-%D8%A7%D9%84%D9%85%D9%88%D9%82%D8%B9
362,موقع إلكتروني خاص بالحجوزات ومتجر بيع منتجات في نفس الموقع,Web Development,تطوير الويب,2025-04-24,350.00 ,8.0,16,تصميم متجر إلكتروني,Electronic store design,https://mostaql.com/project/1076031-%D9%85%D9%88%D9%82%D8%B9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D8%AE%D8%A7%D8%B5-%D8%A8%D8%A7%D9%84%D8%AD%D8%AC%D9%88%D8%B2%D8%A7%D8%AA-%D9%88%D9%85%D8%AA%D8%AC%D8%B1-%D8%A8%D9%8A%D8%B9-%D9%85%D9%86%D8%AA%D8%AC%D8%A7%D8%AA-%D9%81%D9%8A-%D9%86%D9%81%D8%B3-%D8%A7%D9%84%D9%85%D9%88%D9%82%D8%B9
363,تعديل مشروع Flutter قائم - تحديث التكامل مع RevenueCat,Mobile Development,تطوير التطبيقات,2025-04-25,37.50 ,5.0,2,flutter,flutter,https://mostaql.com/project/1076114-%D8%AA%D8%B9%D8%AF%D9%8A%D9%84-%D9%85%D8%B4%D8%B1%D9%88%D8%B9-flutter-%D9%82%D8%A7%D8%A6%D9%85-%D8%AA%D8%AD%D8%AF%D9%8A%D8%AB-%D8%A7%D9%84%D8%AA%D9%83%D8%A7%D9%85%D9%84-%D9%85%D8%B9-revenuecat
363,تعديل مشروع Flutter قائم - تحديث التكامل مع RevenueCat,Mobile Development,تطوير التطبيقات,2025-04-25,37.50 ,5.0,2,تطوير التطبيقات,Application development,https://mostaql.com/project/1076114-%D8%AA%D8%B9%D8%AF%D9%8A%D9%84-%D9%85%D8%B4%D8%B1%D9%88%D8%B9-flutter-%D9%82%D8%A7%D8%A6%D9%85-%D8%AA%D8%AD%D8%AF%D9%8A%D8%AB-%D8%A7%D9%84%D8%AA%D9%83%D8%A7%D9%85%D9%84-%D9%85%D8%B9-revenuecat
363,تعديل مشروع Flutter قائم - تحديث التكامل مع RevenueCat,Mobile Development,تطوير التطبيقات,2025-04-25,37.50 ,5.0,2,برمجة,programming,https://mostaql.com/project/1076114-%D8%AA%D8%B9%D8%AF%D9%8A%D9%84-%D9%85%D8%B4%D8%B1%D9%88%D8%B9-flutter-%D9%82%D8%A7%D8%A6%D9%85-%D8%AA%D8%AD%D8%AF%D9%8A%D8%AB-%D8%A7%D9%84%D8%AA%D9%83%D8%A7%D9%85%D9%84-%D9%85%D8%B9-revenuecat
363,تعديل مشروع Flutter قائم - تحديث التكامل مع RevenueCat,Mobile Development,تطوير التطبيقات,2025-04-25,37.50 ,5.0,2,برمجة قواعد البيانات,Database programming,https://mostaql.com/project/1076114-%D8%AA%D8%B9%D8%AF%D9%8A%D9%84-%D9%85%D8%B4%D8%B1%D9%88%D8%B9-flutter-%D9%82%D8%A7%D8%A6%D9%85-%D8%AA%D8%AD%D8%AF%D9%8A%D8%AB-%D8%A7%D9%84%D8%AA%D9%83%D8%A7%D9%85%D9%84-%D9%85%D8%B9-revenuecat
363,تعديل مشروع Flutter قائم - تحديث التكامل مع RevenueCat,Mobile Development,تطوير التطبيقات,2025-04-25,37.50 ,5.0,2,برمجة أندرويد,Android programming,https://mostaql.com/project/1076114-%D8%AA%D8%B9%D8%AF%D9%8A%D9%84-%D9%85%D8%B4%D8%B1%D9%88%D8%B9-flutter-%D9%82%D8%A7%D8%A6%D9%85-%D8%AA%D8%AD%D8%AF%D9%8A%D8%AB-%D8%A7%D9%84%D8%AA%D9%83%D8%A7%D9%85%D9%84-%D9%85%D8%B9-revenuecat
363,تعديل مشروع Flutter قائم - تحديث التكامل مع RevenueCat,Mobile Development,تطوير التطبيقات,2025-04-25,37.50 ,5.0,2,برمجة مواقع,Site programming,https://mostaql.com/project/1076114-%D8%AA%D8%B9%D8%AF%D9%8A%D9%84-%D9%85%D8%B4%D8%B1%D9%88%D8%B9-flutter-%D9%82%D8%A7%D8%A6%D9%85-%D8%AA%D8%AD%D8%AF%D9%8A%D8%AB-%D8%A7%D9%84%D8%AA%D9%83%D8%A7%D9%85%D9%84-%D9%85%D8%B9-revenuecat
363,تعديل مشروع Flutter قائم - تحديث التكامل مع RevenueCat,Mobile Development,تطوير التطبيقات,2025-04-25,37.50 ,5.0,2,برمجة التطبيقات,Application programming,https://mostaql.com/project/1076114-%D8%AA%D8%B9%D8%AF%D9%8A%D9%84-%D9%85%D8%B4%D8%B1%D9%88%D8%B9-flutter-%D9%82%D8%A7%D8%A6%D9%85-%D8%AA%D8%AD%D8%AF%D9%8A%D8%AB-%D8%A7%D9%84%D8%AA%D9%83%D8%A7%D9%85%D9%84-%D9%85%D8%B9-revenuecat
363,تعديل مشروع Flutter قائم - تحديث التكامل مع RevenueCat,Mobile Development,تطوير التطبيقات,2025-04-25,37.50 ,5.0,2,برمجة iOS,IOS programming,https://mostaql.com/project/1076114-%D8%AA%D8%B9%D8%AF%D9%8A%D9%84-%D9%85%D8%B4%D8%B1%D9%88%D8%B9-flutter-%D9%82%D8%A7%D8%A6%D9%85-%D8%AA%D8%AD%D8%AF%D9%8A%D8%AB-%D8%A7%D9%84%D8%AA%D9%83%D8%A7%D9%85%D9%84-%D9%85%D8%B9-revenuecat
363,تعديل مشروع Flutter قائم - تحديث التكامل مع RevenueCat,Mobile Development,تطوير التطبيقات,2025-04-25,37.50 ,5.0,2,برمجة تطبيقات أيفون,IPhone applications programming,https://mostaql.com/project/1076114-%D8%AA%D8%B9%D8%AF%D9%8A%D9%84-%D9%85%D8%B4%D8%B1%D9%88%D8%B9-flutter-%D9%82%D8%A7%D8%A6%D9%85-%D8%AA%D8%AD%D8%AF%D9%8A%D8%AB-%D8%A7%D9%84%D8%AA%D9%83%D8%A7%D9%85%D9%84-%D9%85%D8%B9-revenuecat
363,تعديل مشروع Flutter قائم - تحديث التكامل مع RevenueCat,Mobile Development,تطوير التطبيقات,2025-04-25,37.50 ,5.0,2,برمجة ألعاب الجوال,Mobile games programming,https://mostaql.com/project/1076114-%D8%AA%D8%B9%D8%AF%D9%8A%D9%84-%D9%85%D8%B4%D8%B1%D9%88%D8%B9-flutter-%D9%82%D8%A7%D8%A6%D9%85-%D8%AA%D8%AD%D8%AF%D9%8A%D8%AB-%D8%A7%D9%84%D8%AA%D9%83%D8%A7%D9%85%D9%84-%D9%85%D8%B9-revenuecat
363,تعديل مشروع Flutter قائم - تحديث التكامل مع RevenueCat,Mobile Development,تطوير التطبيقات,2025-04-25,37.50 ,5.0,2,واجهة برمجة التطبيقات,Application programming interface,https://mostaql.com/project/1076114-%D8%AA%D8%B9%D8%AF%D9%8A%D9%84-%D9%85%D8%B4%D8%B1%D9%88%D8%B9-flutter-%D9%82%D8%A7%D8%A6%D9%85-%D8%AA%D8%AD%D8%AF%D9%8A%D8%AB-%D8%A7%D9%84%D8%AA%D9%83%D8%A7%D9%85%D9%84-%D9%85%D8%B9-revenuecat
364,أذكار وأدعية بطريقة إبداعية سهلة الحمل والقراءة,Software Engineering,هندسة البرمجيات,2025-04-24,80.00 ,30.0,11,adobe xd,adobe xd,https://mostaql.com/project/1076061-%D8%A3%D8%B0%D9%83%D8%A7%D8%B1-%D9%88%D8%A3%D8%AF%D8%B9%D9%8A%D8%A9-%D8%A8%D8%B7%D8%B1%D9%8A%D9%82%D8%A9-%D8%A5%D8%A8%D8%AF%D8%A7%D8%B9%D9%8A%D8%A9-%D8%B3%D9%87%D9%84%D8%A9-%D8%A7%D9%84%D8%AD%D9%85%D9%84-%D9%88%D8%A7%D9%84%D9%82%D8%B1%D8%A7%D8%A1%D8%A9
364,أذكار وأدعية بطريقة إبداعية سهلة الحمل والقراءة,Software Engineering,هندسة البرمجيات,2025-04-24,80.00 ,30.0,11,تصميم تطبيقات الهواتف الذكية,Smart phone applications design,https://mostaql.com/project/1076061-%D8%A3%D8%B0%D9%83%D8%A7%D8%B1-%D9%88%D8%A3%D8%AF%D8%B9%D9%8A%D8%A9-%D8%A8%D8%B7%D8%B1%D9%8A%D9%82%D8%A9-%D8%A5%D8%A8%D8%AF%D8%A7%D8%B9%D9%8A%D8%A9-%D8%B3%D9%87%D9%84%D8%A9-%D8%A7%D9%84%D8%AD%D9%85%D9%84-%D9%88%D8%A7%D9%84%D9%82%D8%B1%D8%A7%D8%A1%D8%A9
