ID,Title,Category_English,Posted,Avg offer,Duration,Number of Offers,Tags,Tags_en,Link
391,تطبيق متابعة الحضور والانصراف ( بصمة وجه) للموظفين,Web Development,منذ 8 أيام,$850.00 ,30 يوما,17,"تصميم موقع إلكتروني, برمجة أندرويد, flutter, تصميم مواقع, برمجة, برمجة مواقع, تطوير التطبيقات, برمجة التطبيقات","design web إلكتروني, programing android , flutter, design web, programing, programing web, dev apps , programing  apps ",https://mostaql.com/project/1065091-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%85%D8%AA%D8%A7%D8%A8%D8%B9%D8%A9-%D8%A7%D9%84%D8%AD%D8%B6%D9%88%D8%B1-%D9%88%D8%A7%D9%84%D8%A7%D9%86%D8%B5%D8%B1%D8%A7%D9%81-%D8%A8%D8%B5%D9%85%D8%A9-%D9%88%D8%AC%D9%87-%D9%84%D9%84%D9%85%D9%88%D8%B8%D9%81%D9%8A%D9%86
392,تصميم متجر ووردبريس لبيع المنتجات الرقمية بتسليم فوري,Mobile Development,منذ 8 أيام,$370.00 ,7 أيام,5,"تصميم جرافيك, تصميم موقع إلكتروني, ووردبريس, إنشاء موقع ووردبريس, إنشاء متجر إلكتروني","design جرافيك, design web إلكتروني, wordpress, create web wordpress, create  online market",https://mostaql.com/project/1075651-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%85%D8%AA%D8%AC%D8%B1-%D9%88%D9%88%D8%B1%D8%AF%D8%A8%D8%B1%D9%8A%D8%B3-%D9%84%D8%A8%D9%8A%D8%B9-%D8%A7%D9%84%D9%85%D9%86%D8%AA%D8%AC%D8%A7%D8%AA-%D8%A7%D9%84%D8%B1%D9%82%D9%85%D9%8A%D8%A9-%D8%A8%D8%AA%D8%B3%D9%84%D9%8A%D9%85-%D9%81%D9%88%D8%B1%D9%8A
393,تعديل على متجر في منصة شوبيفاي,Web Development,منذ 8 أيام,$30.00 ,2 يومين,9,"برمجة التطبيقات, هندسة البرمجيات, برمجة قواعد البيانات, تطوير البرمجيات, برمجة, شوبيفاي, قوالب شوبيفاي","programing  apps ,programming engineer, programing data base,  application development , programing, شوبيفاي, قوالب شوبيفاي",https://mostaql.com/project/1075798-%D8%AA%D8%B9%D8%AF%D9%8A%D9%84-%D8%B9%D9%84%D9%89-%D9%85%D8%AA%D8%AC%D8%B1-%D9%81%D9%8A-%D9%85%D9%86%D8%B5%D8%A9-%D8%B4%D9%88%D8%A8%D9%8A%D9%81%D8%A7%D9%8A
394,حل مشكلة بخانة في لوحة التحكم,Software Engineering,منذ 8 أيام,$35.00 ,1 يوم,7,"تصميم موقع إلكتروني, برمجة مواقع, تطوير الويب, برمجة","design web إلكتروني, programing web, devweb, programing",https://mostaql.com/project/1075188-%D8%AD%D9%84-%D9%85%D8%B4%D9%83%D9%84%D8%A9-%D8%A8%D8%AE%D8%A7%D9%86%D8%A9-%D9%81%D9%8A-%D9%84%D9%88%D8%AD%D8%A9-%D8%A7%D9%84%D8%AA%D8%AD%D9%83%D9%85
395,رفع دومين أثورتي لموقعي وتخفيض السبام سكور + إنشاء باك لينكات قوية,Web Development,منذ 8 أيام,$37.50 ,2 يومين,2,"محسن مواقع الويب من جوجل, أدوات مشرفي المواقع, مجموعة أدوات الويب من جوجل, برمجة, تطوير البرمجيات, هندسة البرمجيات, برمجة مواقع, اختبار المواقع, اختبار الاختراق","محسن web webمن جوجل, أدوات مشرفي الweb, مجموعة أدوات webمن جوجل, programing,  application development ,programming engineer, programing web, testing الweb, testing الاختراق",https://mostaql.com/project/1075756-%D8%B1%D9%81%D8%B9-%D8%AF%D9%88%D9%85%D9%8A%D9%86-%D8%A3%D8%AB%D9%88%D8%B1%D8%AA%D9%8A-%D9%84%D9%85%D9%88%D9%82%D8%B9%D9%8A-%D9%88%D8%AA%D8%AE%D9%81%D9%8A%D8%B6-%D8%A7%D9%84%D8%B3%D8%A8%D8%A7%D9%85-%D8%B3%D9%83%D9%88%D8%B1-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D8%A8%D8%A7%D9%83-%D9%84%D9%8A%D9%86%D9%83%D8%A7%D8%AA-%D9%82%D9%88%D9%8A%D8%A9
396,تطبيق موبايل MVP مع إمكانية التوسعة المستقبلية,Mobile Development,منذ 8 أيام,$150.00 ,14 يوما,20,"تصميم واجهة المستخدم, تصميم UI UX, تصميم تجربة المستخدم, التصميم الإبداعي, تصميم تطبيقات, تصميم تطبيقات الهواتف الذكية, adobe xd","design UI, design UI UX, design UX, الdesign الإبداعي, design  applicationات, design  applicationات mobile, adobe xd",https://mostaql.com/project/1075731-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-mvp-%D9%85%D8%B9-%D8%A5%D9%85%D9%83%D8%A7%D9%86%D9%8A%D8%A9-%D8%A7%D9%84%D8%AA%D9%88%D8%B3%D8%B9%D8%A9-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D9%82%D8%A8%D9%84%D9%8A%D8%A9
397,مركز صيانة سيارات وقطع غيار سيارات,Web Development,منذ 8 أيام,$500.00 ,15 يوما,22,"برمجة, هندسة البرمجيات, تطوير البرمجيات, برمجة مواقع, إنشاء موقع إلكتروني, تطوير الويب","programing,programming engineer,  application development , programing web, create web إلكتروني, devweb",https://mostaql.com/project/1075743-%D9%85%D8%B1%D9%83%D8%B2-%D8%B5%D9%8A%D8%A7%D9%86%D8%A9-%D8%B3%D9%8A%D8%A7%D8%B1%D8%A7%D8%AA-%D9%88%D9%82%D8%B7%D8%B9-%D8%BA%D9%8A%D8%A7%D8%B1-%D8%B3%D9%8A%D8%A7%D8%B1%D8%A7%D8%AA
398,مبرمج full stack لإكمال العمل على منصة متعددة البائعين,Web Development,منذ 8 أيام,"$1,400.00 ",30 يوما,10,"تطوير البرمجيات, إدارة المواقع, برمجة, برمجة مواقع, بايثون, PHP, جافا سكريبت, HTML, CSS, لارافيل, React"," application development ,  management web, programing, programing web, python, PHP, java script, HTML, CSS, laravel, React",https://mostaql.com/project/1075905-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-full-stack-%D9%84%D8%A5%D9%83%D9%85%D8%A7%D9%84-%D8%A7%D9%84%D8%B9%D9%85%D9%84-%D8%B9%D9%84%D9%89-%D9%85%D9%86%D8%B5%D8%A9-%D9%85%D8%AA%D8%B9%D8%AF%D8%AF%D8%A9-%D8%A7%D9%84%D8%A8%D8%A7%D8%A6%D8%B9%D9%8A%D9%86
399,مبرمج لتقديم فيديوهات تعليمية على قناة يوتيوب,Mobile Development,منذ 8 أيام,$60.00 ,7 أيام,7,"اللغة العربية, تدريب عن بعد, الإنتاج الصوتي, التعليم الإلكتروني, تصميم فيديو, مونتاج فيديو, إنشاء فيديو يوتيوب, برمجة, إنتاج الفيديو, باوربوينت","اللغة العربية, تدريب عن بعد, الإنتاج الصوتي, التعليم الإلكتروني, design فيديو, مونتاج فيديو, create فيديو يوتيوب, programing, إنتاج الفيديو, باوربوينت",https://mostaql.com/project/1075822-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-%D9%84%D8%AA%D9%82%D8%AF%D9%8A%D9%85-%D9%81%D9%8A%D8%AF%D9%8A%D9%88%D9%87%D8%A7%D8%AA-%D8%AA%D8%B9%D9%84%D9%8A%D9%85%D9%8A%D8%A9-%D8%B9%D9%84%D9%89-%D9%82%D9%86%D8%A7%D8%A9-%D9%8A%D9%88%D8%AA%D9%8A%D9%88%D8%A8
400,مرشد القراءة الذكي المدعوم بالذكاء الاصطناعي,Web Development,منذ 8 أيام,$500.00 ,18 يوما,8,"التعلم الآلي, الذكاء الاصطناعي, برمجة مواقع, إنشاء موقع إلكتروني, برمجة, تطوير الويب, هندسة البرمجيات, تطوير البرمجيات","التعلم الآلي, AI, programing web, create web إلكتروني, programing, devweb,programming engineer,  application development ",https://mostaql.com/project/1075360-%D9%85%D8%B1%D8%B4%D8%AF-%D8%A7%D9%84%D9%82%D8%B1%D8%A7%D8%A1%D8%A9-%D8%A7%D9%84%D8%B0%D9%83%D9%8A-%D8%A7%D9%84%D9%85%D8%AF%D8%B9%D9%88%D9%85-%D8%A8%D8%A7%D9%84%D8%B0%D9%83%D8%A7%D8%A1-%D8%A7%D9%84%D8%A7%D8%B5%D8%B7%D9%86%D8%A7%D8%B9%D9%8A
401,تسطيب نظام موودل مع عمل بعض الإضافات,Software Engineering,منذ 9 أيام,$155.00 ,12 يوما,7,"اللغة العربية, تصميم موقع إلكتروني, PHP, برمجة, تطوير البرمجيات, هندسة البرمجيات, برمجة تطبيقات سطح المكتب","اللغة العربية, design web إلكتروني, PHP, programing,  application development ,programming engineer, programing  applicationات سطح المكتب",https://mostaql.com/project/1075268-%D8%AA%D8%B3%D8%B7%D9%8A%D8%A8-%D9%86%D8%B8%D8%A7%D9%85-%D9%85%D9%88%D9%88%D8%AF%D9%84-%D9%85%D8%B9-%D8%B9%D9%85%D9%84-%D8%A8%D8%B9%D8%B6-%D8%A7%D9%84%D8%A5%D8%B6%D8%A7%D9%81%D8%A7%D8%AA
402,مطوّر واجهة Qt لتطبيق في مجال الجيولوجيا| Qt UI Developer for Geology Application,Mobile Development,منذ 9 أيام,$750.00 ,20 يوما,7,"برمجة, بايثون, تصميم واجهة المستخدم, كتابة تجربة المستخدم, تطوير البرمجيات, هندسة البرمجيات, Front End, برمجة تطبيقات سطح المكتب","programing, python, design UI, كتابة UX,  application development ,programming engineer, Front End, programing  applicationات سطح المكتب",https://mostaql.com/project/1075406-%D9%85%D8%B7%D9%88%D8%B1-%D9%88%D8%A7%D8%AC%D9%87%D8%A9-qt-%D9%84%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%81%D9%8A-%D9%85%D8%AC%D8%A7%D9%84-%D8%A7%D9%84%D8%AC%D9%8A%D9%88%D9%84%D9%88%D8%AC%D9%8A%D8%A7-qt-ui-developer-for-geology-application
403,تسطيب نظام موودل مع إضافة بعض المزايا للنظام,Software Engineering,منذ 9 أيام,$175.00 ,12 يوما,4,"اللغة العربية, PHP, تصميم موقع إلكتروني, برمجة مواقع, إنشاء موقع إلكتروني, تطوير الويب","اللغة العربية, PHP, design web إلكتروني, programing web, create web إلكتروني, devweb",https://mostaql.com/project/1075532-%D8%AA%D8%B3%D8%B7%D9%8A%D8%A8-%D9%86%D8%B8%D8%A7%D9%85-%D9%85%D9%88%D9%88%D8%AF%D9%84-%D9%85%D8%B9-%D8%A5%D8%B6%D8%A7%D9%81%D8%A9-%D8%A8%D8%B9%D8%B6-%D8%A7%D9%84%D9%85%D8%B2%D8%A7%D9%8A%D8%A7-%D9%84%D9%84%D9%86%D8%B8%D8%A7%D9%85
404,تصميم وتطوير تطبيق هاتف مع ميزات ذكاء اصطناعي مبتكرة من الفكرة إلى المتجر,Web Development,منذ 9 أيام,"$2,000.00 ",60 يوما,3,"JavaFX, إنشاء موقع إلكتروني, برمجة, HTML, جافا سكريبت, برمجة قواعد البيانات, C++ Programming","JavaFX, create web إلكتروني, programing, HTML, java script, programing data base, C++ Programming",https://mostaql.com/project/1075276-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%88%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%87%D8%A7%D8%AA%D9%81-%D9%85%D8%B9-%D9%85%D9%8A%D8%B2%D8%A7%D8%AA-%D8%B0%D9%83%D8%A7%D8%A1-%D8%A7%D8%B5%D8%B7%D9%86%D8%A7%D8%B9%D9%8A-%D9%85%D8%A8%D8%AA%D9%83%D8%B1%D8%A9-%D9%85%D9%86-%D8%A7%D9%84%D9%81%D9%83%D8%B1%D8%A9-%D8%A5%D9%84%D9%89-%D8%A7%D9%84%D9%85%D8%AA%D8%AC%D8%B1
405,مصمم وورد بريس محترف,Web Development,منذ 9 أيام,$40.00 ,1 يوم,19,"ووردبريس, تصميم مواقع, إنشاء موقع ووردبريس, برمجة مواقع, تطوير الويب, خدمات الويب","wordpress, design web, create web wordpress, programing web, devweb, خدمات web",https://mostaql.com/project/1075392-%D9%85%D8%B5%D9%85%D9%85-%D9%88%D9%88%D8%B1%D8%AF-%D8%A8%D8%B1%D9%8A%D8%B3-%D9%85%D8%AD%D8%AA%D8%B1%D9%81
406,محلل نظم أو متخصص UX لتخطيط لوحة تحكم إدارية ومراجعة واجهة عامة,Mobile Development,منذ 9 أيام,$300.00 ,24 يوما,13,"برمجة أندرويد, برمجة التطبيقات, برمجة iOS, جافا, كوتلن, Ionic, Swift, تصميم تطبيقات, تصميم تطبيقات الهواتف الذكية, تصميم UI UX, تصميم واجهة المستخدم, تصميم تجربة المستخدم","programing android , programing  apps , programing iOS, java, kotlin, Ionic, Swift, design  applicationات, design  applicationات mobile, design UI UX, design UI, design UX",https://mostaql.com/project/1075386-%D9%85%D8%AD%D9%84%D9%84-%D9%86%D8%B8%D9%85-%D8%A3%D9%88-%D9%85%D8%AA%D8%AE%D8%B5%D8%B5-ux-%D9%84%D8%AA%D8%AE%D8%B7%D9%8A%D8%B7-%D9%84%D9%88%D8%AD%D8%A9-%D8%AA%D8%AD%D9%83%D9%85-%D8%A5%D8%AF%D8%A7%D8%B1%D9%8A%D8%A9-%D9%88%D9%85%D8%B1%D8%A7%D8%AC%D8%B9%D8%A9-%D9%88%D8%A7%D8%AC%D9%87%D8%A9-%D8%B9%D8%A7%D9%85%D8%A9
407,تطبيق عروض وحجوزات المتاجر والخدمات المحلية,Web Development,منذ 9 أيام,"$2,000.00 ",120 يوما,22,"لارافيل, MySQL, PHP, flutter, Back End, Front End, برمجة iOS, برمجة التطبيقات, برمجة أندرويد","laravel, MySQL, PHP, flutter, Back End, Front End, programing iOS, programing  apps , programing android ",https://mostaql.com/project/1074742-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%B9%D8%B1%D9%88%D8%B6-%D9%88%D8%AD%D8%AC%D9%88%D8%B2%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%AA%D8%A7%D8%AC%D8%B1-%D9%88%D8%A7%D9%84%D8%AE%D8%AF%D9%85%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%AD%D9%84%D9%8A%D8%A9
408,عمل برنامج أو إضافة لمتصفح جوجل كروم,Web Development,منذ 9 أيام,$150.00 ,30 يوما,3,"برمجة التطبيقات, برمجة, تطوير البرمجيات, برمجة قواعد البيانات, برمجة مواقع, هندسة البرمجيات, flutter","programing  apps , programing,  application development , programing data base, programing web,programming engineer, flutter",https://mostaql.com/project/1075347-%D8%B9%D9%85%D9%84-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D8%A3%D9%88-%D8%A5%D8%B6%D8%A7%D9%81%D8%A9-%D9%84%D9%85%D8%AA%D8%B5%D9%81%D8%AD-%D8%AC%D9%88%D8%AC%D9%84-%D9%83%D8%B1%D9%88%D9%85
409,مطور لإضافة مهمة Alkher app,Software Engineering,منذ 9 أيام,$42.50 ,1 يوم,4,"Back End, ASP.NET, هندسة البرمجيات, برمجة, تطوير البرمجيات, flutter","Back End, ASP.NET,programming engineer, programing,  application development , flutter",https://mostaql.com/project/1073999-%D9%85%D8%B7%D9%88%D8%B1-%D9%84%D8%A5%D8%B6%D8%A7%D9%81%D8%A9-%D9%85%D9%87%D9%85%D8%A9-alkher-app
410,عالم بيانات لعمل نموذج لغوي,Data Science,منذ 9 أيام,$200.00 ,5 أيام,10,"معالجة البيانات, التعلم الآلي, برمجة, تطوير البرمجيات, هندسة البرمجيات","معالجة البيانات, التعلم الآلي, programing,  application development ,programming engineer",https://mostaql.com/project/1075513-%D8%B9%D8%A7%D9%84%D9%85-%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D9%84%D8%B9%D9%85%D9%84-%D9%86%D9%85%D9%88%D8%B0%D8%AC-%D9%84%D8%BA%D9%88%D9%8A
411,دمج بوت واتساب مع دعم تعدد المستأجرين (Multi-Tenant),Software Engineering,منذ 9 أيام,$825.00 ,30 يوما,4,"ASP.NET Core, الذكاء الاصطناعي, برمجة, هندسة البرمجيات, تطوير البرمجيات, برمجة التطبيقات, تطوير التطبيقات","ASP.NET Core, AI, programing,programming engineer,  application development , programing  apps , dev apps ",https://mostaql.com/project/1075260-%D8%AF%D9%85%D8%AC-%D8%A8%D9%88%D8%AA-%D9%88%D8%A7%D8%AA%D8%B3%D8%A7%D8%A8-%D9%85%D8%B9-%D8%AF%D8%B9%D9%85-%D8%AA%D8%B9%D8%AF%D8%AF-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D8%A3%D8%AC%D8%B1%D9%8A%D9%86-multi-tenant
412,تطوير واجهة مستخدم تفاعلية,Web Development,منذ 9 أيام,$45.00 ,22 يوما,29,"تطوير البرمجيات, استكشاف الأخطاء وإصلاحها, برمجة مواقع, بايثون, PHP, HTML, CSS, جافا سكريبت"," application development , استكشاف الأخطاء وإصلاحها, programing web, python, PHP, HTML, CSS, java script",https://mostaql.com/project/1075379-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%88%D8%A7%D8%AC%D9%87%D8%A9-%D9%85%D8%B3%D8%AA%D8%AE%D8%AF%D9%85-%D8%AA%D9%81%D8%A7%D8%B9%D9%84%D9%8A%D8%A9
413,"مستقل خبير واجهة مستخدم , css , html",Web Development,منذ 9 أيام,$36.00 ,7 أيام,62,"تصميم واجهة المستخدم, تصميم UI UX, CSS, تصميم موقع إلكتروني","design UI, design UI UX, CSS, design web إلكتروني",https://mostaql.com/project/1075317-%D9%85%D8%B3%D8%AA%D9%82%D9%84-%D8%AE%D8%A8%D9%8A%D8%B1-%D9%88%D8%A7%D8%AC%D9%87%D8%A9-%D9%85%D8%B3%D8%AA%D8%AE%D8%AF%D9%85-css-html
414,مبرمج لتطوير تطبيق موبايل ولوحة تحكم مرتبطة بنظام الفوترة الأردني JoFotara,Web Development,منذ 9 أيام,"$1,900.00 ",20 يوما,13,"تصميم تطبيقات, برمجة أندرويد, برمجة iOS, flutter, Back End","design  applicationات, programing android , programing iOS, flutter, Back End",https://mostaql.com/project/1075501-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-%D9%84%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D9%88%D9%84%D9%88%D8%AD%D8%A9-%D8%AA%D8%AD%D9%83%D9%85-%D9%85%D8%B1%D8%AA%D8%A8%D8%B7%D8%A9-%D8%A8%D9%86%D8%B8%D8%A7%D9%85-%D8%A7%D9%84%D9%81%D9%88%D8%AA%D8%B1%D8%A9-%D8%A7%D9%84%D8%A3%D8%B1%D8%AF%D9%86%D9%8A-jofotara
415,طباعة فواتير باستخدام Flutter,Mobile Development,منذ 9 أيام,$150.00 ,4 أيام,9,"flutter, برمجة, تطوير البرمجيات, برمجة قواعد البيانات, برمجة مواقع, هندسة البرمجيات","flutter, programing,  application development , programing data base, programing web,programming engineer",https://mostaql.com/project/1075306-%D8%B7%D8%A8%D8%A7%D8%B9%D8%A9-%D9%81%D9%88%D8%A7%D8%AA%D9%8A%D8%B1-%D8%A8%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-flutter
416,برنامج مبيعات تجزئة بثلاث لغات بالإضافة لنظام TSE الألماني (اأوف لاين) فقط,Software Engineering,منذ 9 أيام,"$1,190.00 ",30 يوما,5,"برمجة, برمجة التطبيقات, تطوير التطبيقات, برمجة تطبيقات سطح المكتب, فيجوال بيسك للتطبيقات, تطوير البرمجيات, هندسة البرمجيات","programing, programing  apps , dev apps , programing  applicationات سطح المكتب, فيجوال بيسك لل applicationات,  application development ,programming engineer",https://mostaql.com/project/1075270-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D9%85%D8%A8%D9%8A%D8%B9%D8%A7%D8%AA-%D8%AA%D8%AC%D8%B2%D8%A6%D8%A9-%D8%A8%D8%AB%D9%84%D8%A7%D8%AB-%D9%84%D8%BA%D8%A7%D8%AA-%D8%A8%D8%A7%D9%84%D8%A5%D8%B6%D8%A7%D9%81%D8%A9-%D9%84%D9%86%D8%B8%D8%A7%D9%85-tse-%D8%A7%D9%84%D8%A3%D9%84%D9%85%D8%A7%D9%86%D9%8A-%D8%A7%D8%A3%D9%88%D9%81-%D9%84%D8%A7%D9%8A%D9%86-%D9%81%D9%82%D8%B7
417,برمجة بوت تنبيهات تيليجرام لتطبيق سهل سيل,Web Development,منذ 9 أيام,$100.00 ,3 أيام,10,"برمجة التطبيقات, برمجة, تطوير البرمجيات, بايثون, node.js","programing  apps , programing,  application development , python, node.js",https://mostaql.com/project/1075514-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D8%A8%D9%88%D8%AA-%D8%AA%D9%86%D8%A8%D9%8A%D9%87%D8%A7%D8%AA-%D8%AA%D9%8A%D9%84%D9%8A%D8%AC%D8%B1%D8%A7%D9%85-%D9%84%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%B3%D9%87%D9%84-%D8%B3%D9%8A%D9%84
418,تصميم وبرمجة موقع متجر إلكتروني شبيه بمنصة سلة و زد,Web Development,منذ 9 أيام,"$2,500.00 ",90 يوما,9,"تصميم متجر إلكتروني, إدارة قواعد البيانات, برمجة التطبيقات","design  online market, إدارة data base, programing  apps ",https://mostaql.com/project/1075293-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%88%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D9%85%D9%88%D9%82%D8%B9-%D9%85%D8%AA%D8%AC%D8%B1-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D8%B4%D8%A8%D9%8A%D9%87-%D8%A8%D9%85%D9%86%D8%B5%D8%A9-%D8%B3%D9%84%D8%A9-%D9%88-%D8%B2%D8%AF
419,تصميم كشك وستاند,Software Engineering,منذ 9 أيام,$142.00 ,30 يوما,7,"إظهار معماري, تصميم مخططات معمارية, البناء المعماري, الفكرة التصميمية","إظهار معماري, design مخططات معمارية, البناء المعماري, الفكرة الdesignية",https://mostaql.com/project/1071786-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%83%D8%B4%D9%83-%D9%88%D8%B3%D8%AA%D8%A7%D9%86%D8%AF
420,تصميم موقع خاص,Web Development,منذ 9 أيام,$180.00 ,2 يومين,9,"إنشاء موقع ووردبريس, تصميم موقع إلكتروني, برمجة, هندسة البرمجيات, تطوير البرمجيات, برمجة مواقع, إنشاء موقع إلكتروني, تطوير الويب, تصميم مواقع","create web wordpress, design web إلكتروني, programing,programming engineer,  application development , programing web, create web إلكتروني, devweb, design web",https://mostaql.com/project/1075285-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%85%D9%88%D9%82%D8%B9-%D8%AE%D8%A7%D8%B5
421,إنشاء واجهة أمامية بسيطة للتفاعل مع العقود الذكية,Artificial Intelligence / Machine Learning,منذ 9 أيام,$25.00 ,20 يوما,5,"برمجة التطبيقات, تطوير البرمجيات, تطوير التطبيقات, برمجة قواعد البيانات, واجهة برمجة التطبيقات, هندسة البرمجيات, C# Programming","programing  apps ,  application development , dev apps , programing data base, واجهة programing  apps ,programming engineer, C# Programming",https://mostaql.com/project/1075535-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%88%D8%A7%D8%AC%D9%87%D8%A9-%D8%A3%D9%85%D8%A7%D9%85%D9%8A%D8%A9-%D8%A8%D8%B3%D9%8A%D8%B7%D8%A9-%D9%84%D9%84%D8%AA%D9%81%D8%A7%D8%B9%D9%84-%D9%85%D8%B9-%D8%A7%D9%84%D8%B9%D9%82%D9%88%D8%AF-%D8%A7%D9%84%D8%B0%D9%83%D9%8A%D8%A9
422,برمجة TCP Chat Client and Server باستخدام Java,Mobile Development,منذ 9 أيام,$40.00 ,3 أيام,12,"برمجة التطبيقات, هندسة البرمجيات, تطوير البرمجيات, برمجة, Socket IO, جافا, واجهة برمجة التطبيقات","programing  apps ,programming engineer,  application development , programing, Socket IO, java, واجهة programing  apps ",https://mostaql.com/project/1075577-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-tcp-chat-client-and-server-%D8%A8%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-java
423,عمل تطبيق صيانه منزلية,Mobile Development,منذ 9 أيام,$800.00 ,15 يوما,25,"تصميم واجهة المستخدم, تصميم UI UX, تصميم تجربة المستخدم, التصميم الإبداعي, تصميم تطبيقات, تصميم تطبيقات الهواتف الذكية, adobe xd","design UI, design UI UX, design UX, الdesign الإبداعي, design  applicationات, design  applicationات mobile, adobe xd",https://mostaql.com/project/1075292-%D8%B9%D9%85%D9%84-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%B5%D9%8A%D8%A7%D9%86%D9%87-%D9%85%D9%86%D8%B2%D9%84%D9%8A%D8%A9
424,إنشاء موقع إلكتروني يشمل السيو,Web Development,منذ 9 أيام,$100.00 ,5 أيام,10,"تصميم جرافيك, اللغة الإنجليزية, التصميم الإبداعي, CSS, ووردبريس, تصميم موقع إلكتروني, تحسين محركات البحث, تدقيق SEO","design جرافيك, اللغة الإنجليزية, الdesign الإبداعي, CSS, wordpress, design web إلكتروني, تحسين محركات البحث, تدقيق SEO",https://mostaql.com/project/1075335-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%85%D9%88%D9%82%D8%B9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D9%8A%D8%B4%D9%85%D9%84-%D8%A7%D9%84%D8%B3%D9%8A%D9%88
425,تصميم موقع لإدخال نتائج إختبارات وطباعة شهادات,Web Development,منذ 9 أيام,$360.00 ,30 يوما,34,"تصميم موقع إلكتروني, برمجة مواقع, أمن وحماية المواقع, بايثون, PHP, CSS, جافا سكريبت","design web إلكتروني, programing web, أمن وحماية الweb, python, PHP, CSS, java script",https://mostaql.com/project/1075401-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%85%D9%88%D9%82%D8%B9-%D9%84%D8%A5%D8%AF%D8%AE%D8%A7%D9%84-%D9%86%D8%AA%D8%A7%D8%A6%D8%AC-%D8%A5%D8%AE%D8%AA%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA-%D9%88%D8%B7%D8%A8%D8%A7%D8%B9%D8%A9-%D8%B4%D9%87%D8%A7%D8%AF%D8%A7%D8%AA
426,ربط منصة trading view بالإكسيل,Data Science,منذ 9 أيام,$45.00 ,2 يومين,4,"برمجة, تطوير البرمجيات, هندسة البرمجيات, برمجة مواقع, إنشاء موقع إلكتروني, مايكروسوفت إكسل, تطوير التطبيقات, برمجة التطبيقات","programing,  application development ,programming engineer, programing web, create web إلكتروني, مايكروسوفت Excel, dev apps , programing  apps ",https://mostaql.com/project/1075247-%D8%B1%D8%A8%D8%B7-%D9%85%D9%86%D8%B5%D8%A9-trading-view-%D8%A8%D8%A7%D9%84%D8%A5%D9%83%D8%B3%D9%8A%D9%84
427,نظام نقاط بيع متطور,Mobile Development,منذ 10 أيام,"$2,275.00 ",30 يوما,14,"تصميم تجربة المستخدم, تصميم واجهة المستخدم, التصميم الإبداعي, تصميم مواقع, تصميم موقع إلكتروني, برمجة, تطوير البرمجيات, هندسة البرمجيات","design UX, design UI, الdesign الإبداعي, design web, design web إلكتروني, programing,  application development ,programming engineer",https://mostaql.com/project/1075040-%D9%86%D8%B8%D8%A7%D9%85-%D9%86%D9%82%D8%A7%D8%B7-%D8%A8%D9%8A%D8%B9-%D9%85%D8%AA%D8%B7%D9%88%D8%B1
