ID,Category,Category.1,job_type,Posted,Budget,est. budget,hours/week,duration,UpWork
9043,"Web, Mobile & Software Dev",Cloud Computing,Hourly,4/22/2025,,22.5,>30,2,UpWork
9044,"Web, Mobile & Software Dev",Mobile Development,Fixed price,4/22/2025,100,,,,UpWork
9045,"Web, Mobile & Software Dev",Mobile Development,Hourly,4/22/2025,,45,<30,<1,UpWork
9046,"Web, Mobile & Software Dev",Software Engineering,Hourly,4/22/2025,,22.5,>30,2,UpWork
9047,"Web, Mobile & Software Dev",AI & ML,Hourly,4/22/2025,,28,<30,<1,UpWork
9048,"Web, Mobile & Software Dev",General IT Support,Fixed price,4/22/2025,100,,,,UpWork
9049,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,,>30,>6,UpWork
9050,"Web, Mobile & Software Dev",AI & ML,Fixed price,4/22/2025,500,,,,UpWork
9051,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,22.5,<30,<1,UpWork
9052,"Web, Mobile & Software Dev",General IT Support,Hourly,4/22/2025,,,<30,<1,UpWork
9053,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,,<30,<1,UpWork
9054,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,5,,,,UpWork
9055,"Web, Mobile & Software Dev",Database Management,Fixed price,4/22/2025,100,,,,UpWork
9056,"Web, Mobile & Software Dev",Mobile Development,Hourly,4/22/2025,,17.5,,2,UpWork
9057,"Web, Mobile & Software Dev",General IT Support,Hourly,4/22/2025,,,<30,<1,UpWork
9058,"Web, Mobile & Software Dev",Mobile Development,Fixed price,4/22/2025,500,,,,UpWork
9059,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,700,,,,UpWork
9060,"Web, Mobile & Software Dev",Mobile Development,Hourly,4/22/2025,,,>30,2,UpWork
9061,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,25,<30,<1,UpWork
9062,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,250,,,,UpWork
9063,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,,<30,<1,UpWork
9064,"Web, Mobile & Software Dev",IT Support / System Setup,Fixed price,4/22/2025,100,,,,UpWork
9065,"Web, Mobile & Software Dev",AI & ML,Fixed price,4/22/2025,75,,,,UpWork
9066,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,500,,,,UpWork
9067,"Web, Mobile & Software Dev",AI & ML,Hourly,4/22/2025,,25,,<1,UpWork
9068,"Web, Mobile & Software Dev",AI & ML,Fixed price,4/22/2025,50,,,,UpWork
9069,"Web, Mobile & Software Dev",Cyber Security,Hourly,4/22/2025,,72.5,>30,>6,UpWork
9070,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,300,,,,UpWork
9071,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,40,<30,<1,UpWork
9072,"Web, Mobile & Software Dev",General IT Support,Fixed price,4/22/2025,350,,,,UpWork
9073,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,150,,,,UpWork
9074,"Web, Mobile & Software Dev",Mobile Development,Fixed price,4/22/2025,500,,,,UpWork
9075,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,25,>30,>6,UpWork
9076,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,375.5,,,,UpWork
9077,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,,<30,<1,UpWork
9078,"Web, Mobile & Software Dev",AI & ML,Fixed price,4/22/2025,200,,,,UpWork
9079,"Web, Mobile & Software Dev",Software Engineering,Hourly,4/22/2025,,,<30,<1,UpWork
9080,"Web, Mobile & Software Dev",Web Development,Fixed price,7/25/2024,500,,,,UpWork
9081,"Web, Mobile & Software Dev",AI & ML,Fixed price,4/22/2025,25,,,,UpWork
9082,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,100,,,,UpWork
9083,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,,,2,UpWork
9084,"Web, Mobile & Software Dev",General IT Support,Hourly,4/22/2025,,,<30,<1,UpWork
9085,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,100,,,,UpWork
9086,"Web, Mobile & Software Dev",Office Automation / Excel Tools,Hourly,4/22/2025,,36,<30,<1,UpWork
9087,"Web, Mobile & Software Dev",AI & ML,Fixed price,4/22/2025,251,,,,UpWork
9088,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,30,,,,UpWork
9089,"Web, Mobile & Software Dev",Mobile Development,Hourly,4/22/2025,,45,<30,<1,UpWork
9090,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,20,,,,UpWork
9091,"Web, Mobile & Software Dev",AI & ML,Fixed price,4/22/2025,200,,,,UpWork
9092,"Web, Mobile & Software Dev",Data Science,Hourly,4/22/2025,,40,<30,<1,UpWork
9093,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,,<30,<1,UpWork
9094,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,20,<30,<1,UpWork
9095,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,,<30,<1,UpWork
9096,"Web, Mobile & Software Dev",AI & ML,Hourly,4/22/2025,,10,<30,<1,UpWork
9097,"Web, Mobile & Software Dev",DevOps,Hourly,4/22/2025,,37.5,<30,<1,UpWork
9098,"Web, Mobile & Software Dev",AI & ML,Hourly,4/22/2025,,32.5,<30,<1,UpWork
9099,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,62.5,,>6,UpWork
9100,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,17.5,<30,<1,UpWork
9101,"Web, Mobile & Software Dev",Mobile Development,Fixed price,4/22/2025,700,,,,UpWork
9102,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,1,,,,UpWork
9103,"Web, Mobile & Software Dev",AI & ML,Fixed price,4/22/2025,2.5,,,,UpWork
9104,"Web, Mobile & Software Dev",Mobile Development,Hourly,4/22/2025,,,<30,<1,UpWork
9105,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,30,<30,<1,UpWork
9106,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,300,,,,UpWork
9107,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,37,<30,<1,UpWork
9108,"Web, Mobile & Software Dev",AI & ML,Fixed price,4/22/2025,120,,,,UpWork
9109,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,27.5,>30,2,UpWork
9110,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,200,,,,UpWork
9111,"Web, Mobile & Software Dev",Cyber Security,Hourly,4/22/2025,,,,2,UpWork
9112,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,25,<30,<1,UpWork
9113,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,50,,,,UpWork
9114,"Web, Mobile & Software Dev",Mobile Development,Hourly,4/22/2025,,25,<30,<1,UpWork
9115,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,,<30,<1,UpWork
9116,"Web, Mobile & Software Dev",Mobile Development,Hourly,4/22/2025,,,,2,UpWork
9117,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,32.5,<30,<1,UpWork
9118,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,15,,,,UpWork
9119,"Web, Mobile & Software Dev",AI & ML,Hourly,4/22/2025,,17.5,<30,<1,UpWork
9120,"Web, Mobile & Software Dev",AI & ML,Hourly,4/22/2025,,28.5,<30,<1,UpWork
9121,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,600,,,,UpWork
9122,"Web, Mobile & Software Dev",AI & ML,Hourly,4/22/2025,,,<30,<1,UpWork
9123,"Web, Mobile & Software Dev",AI & ML,Hourly,4/22/2025,,30,<30,<1,UpWork
9124,"Web, Mobile & Software Dev",Mobile Development,Fixed price,4/22/2025,2.5,,,,UpWork
9125,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,,<30,<1,UpWork
9126,"Web, Mobile & Software Dev",DevOps,Hourly,4/22/2025,,,<30,<1,UpWork
9127,"Web, Mobile & Software Dev",Data Science,Hourly,4/22/2025,,25,<30,<1,UpWork
9128,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,100,,,,UpWork
9129,"Web, Mobile & Software Dev",AI & ML,Fixed price,4/22/2025,150,,,,UpWork
9130,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,35,,,,UpWork
9131,"Web, Mobile & Software Dev",Mobile Development,Fixed price,4/22/2025,2,,,,UpWork
9132,"Web, Mobile & Software Dev",AI & ML,Fixed price,4/22/2025,200,,,,UpWork
9133,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,100,,,,UpWork
9134,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,250,,,,UpWork
9135,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,100,,,,UpWork
9136,"Web, Mobile & Software Dev",DevOps,Hourly,4/22/2025,,,<30,<1,UpWork
9137,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,25,,2,UpWork
9138,"Web, Mobile & Software Dev",Database Management,Hourly,4/22/2025,,25,<30,<1,UpWork
9139,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,10,,,,UpWork
9140,"Web, Mobile & Software Dev",Mobile Development,Fixed price,4/22/2025,2,,,,UpWork
9141,"Web, Mobile & Software Dev",Business Intelligence / Reporting,Hourly,4/22/2025,,,<30,<1,UpWork
9142,"Web, Mobile & Software Dev",AI & ML,Fixed price,4/22/2025,50,,,,UpWork
9143,"Web, Mobile & Software Dev",General IT Support,Hourly,4/22/2025,,,<30,<1,UpWork
9144,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,500,,,,UpWork
9145,"Web, Mobile & Software Dev",AI & ML,Hourly,4/22/2025,,24,>30,>6,UpWork
9146,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,550,,,,UpWork
9147,"Web, Mobile & Software Dev",AI & ML,Fixed price,4/22/2025,500,,,,UpWork
9148,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,20,,,,UpWork
9149,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,19.5,>30,>6,UpWork
9150,"Web, Mobile & Software Dev",AI & ML,Hourly,4/22/2025,,,<30,<1,UpWork
9151,"Web, Mobile & Software Dev",AI & ML,Hourly,4/22/2025,,,,<1,UpWork
9152,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,300,,,,UpWork
9153,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,10,>30,>6,UpWork
9154,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,,<30,<1,UpWork
9155,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,20,<30,<1,UpWork
9156,"Web, Mobile & Software Dev",Software Engineering,Hourly,4/22/2025,,20,<30,<1,UpWork
9157,"Web, Mobile & Software Dev",Mobile Development,Hourly,4/22/2025,,77.5,<30,<1,UpWork
9158,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,,<30,<1,UpWork
9159,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,700,,,,UpWork
9160,"Web, Mobile & Software Dev",Mobile Development,Hourly,4/22/2025,,27.5,<30,<1,UpWork
9161,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,400,,,,UpWork
9162,"Web, Mobile & Software Dev",AI & ML,Hourly,4/22/2025,,,<30,<1,UpWork
9163,"Web, Mobile & Software Dev",General IT Support,Fixed price,4/22/2025,200,,,,UpWork
9164,"Web, Mobile & Software Dev",AI & ML,Hourly,4/22/2025,,21,<30,<1,UpWork
9165,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,,>30,>6,UpWork
9166,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,9,<30,<1,UpWork
9167,"Web, Mobile & Software Dev",AI & ML,Hourly,4/22/2025,,,<30,<1,UpWork
9168,"Web, Mobile & Software Dev",AI & ML,Fixed price,4/22/2025,60,,,,UpWork
9169,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,7.5,<30,<1,UpWork
9170,"Web, Mobile & Software Dev",Cyber Security,Hourly,4/22/2025,,85,>30,2,UpWork
9171,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,800,,,,UpWork
9172,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,,<30,<1,UpWork
9173,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,25,<30,<1,UpWork
9174,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,100,,,,UpWork
9175,"Web, Mobile & Software Dev",AI & ML,Fixed price,4/22/2025,40,,,,UpWork
9176,"Web, Mobile & Software Dev",Mobile Development,Hourly,4/22/2025,,60,>30,2,UpWork
9177,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,200,,,,UpWork
9178,"Web, Mobile & Software Dev",Data Science,Hourly,4/22/2025,,,<30,<1,UpWork
9179,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,,<30,<1,UpWork
9180,"Web, Mobile & Software Dev",Mobile Development,Hourly,4/22/2025,,36,>30,4.5,UpWork
9181,"Web, Mobile & Software Dev",AI & ML,Fixed price,4/22/2025,800,,,,UpWork
9182,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,,<30,<1,UpWork
9183,"Web, Mobile & Software Dev",IT Support / System Setup,Fixed price,4/22/2025,100,,,,UpWork
9184,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,18.22,,,,UpWork
9185,"Web, Mobile & Software Dev",DevOps,Hourly,4/22/2025,,,<30,<1,UpWork
9186,"Web, Mobile & Software Dev",AI & ML,Fixed price,4/22/2025,200,,,,UpWork
9187,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,20,,,,UpWork
9188,"Web, Mobile & Software Dev",AI & ML,Hourly,4/22/2025,,30,<30,<1,UpWork
9189,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,30,<30,<1,UpWork
9190,"Web, Mobile & Software Dev",General IT Support,Fixed price,4/22/2025,60,,,,UpWork
9191,"Web, Mobile & Software Dev",AI & ML,Hourly,4/22/2025,,12.5,<30,<1,UpWork
9192,"Web, Mobile & Software Dev",Mobile Development,Hourly,4/22/2025,,,<30,<1,UpWork
9193,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,800,,,,UpWork
9194,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,50,,,,UpWork
9195,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,9,,,,UpWork
9196,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,27.5,<30,<1,UpWork
9197,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,15,<30,<1,UpWork
9198,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,25,>30,2,UpWork
9199,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,,<30,<1,UpWork
9200,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,11,>30,2,UpWork
9201,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,,<30,<1,UpWork
9202,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,11,>30,>6,UpWork
9203,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,,>30,>6,UpWork
9204,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,500,,,,UpWork
9205,"Web, Mobile & Software Dev",AI & ML,Hourly,4/22/2025,,,<30,<1,UpWork
9206,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,70,,,,UpWork
9207,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,400,,,,UpWork
9208,"Web, Mobile & Software Dev",AI & ML,Hourly,4/22/2025,,30,<30,<1,UpWork
9209,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,10,,,,UpWork
9210,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,11,,2,UpWork
9211,"Web, Mobile & Software Dev",AI & ML,Hourly,4/22/2025,,,,2,UpWork
9212,"Web, Mobile & Software Dev",Mobile Development,Fixed price,4/22/2025,450,,,,UpWork
9213,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,1,,,,UpWork
9214,"Web, Mobile & Software Dev",AI & ML,Hourly,4/22/2025,,35,<30,<1,UpWork
9215,"Web, Mobile & Software Dev",Data Science,Hourly,4/22/2025,,65,>30,4.5,UpWork
9216,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,4,<30,<1,UpWork
9217,"Web, Mobile & Software Dev",Mobile Development,Hourly,4/22/2025,,,<30,<1,UpWork
9218,"Web, Mobile & Software Dev",Software Engineering,Fixed price,4/22/2025,10,,,,UpWork
9219,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,35,>30,>6,UpWork
9220,"Web, Mobile & Software Dev",AI & ML,Hourly,4/22/2025,,50,>30,2,UpWork
9221,"Web, Mobile & Software Dev",Mobile Development,Fixed price,4/22/2025,200,,,,UpWork
9222,"Web, Mobile & Software Dev",Cyber Security,Hourly,4/22/2025,,50,>30,4.5,UpWork
9223,"Web, Mobile & Software Dev",AI & ML,Hourly,4/22/2025,,,<30,<1,UpWork
9224,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,100,,,,UpWork
9225,"Web, Mobile & Software Dev",AI & ML,Hourly,4/22/2025,,8.5,>30,4.5,UpWork
9226,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,200,,,,UpWork
9227,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,,>30,>6,UpWork
9228,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,12.5,>30,>6,UpWork
9229,"Web, Mobile & Software Dev",AI & ML,Hourly,4/22/2025,,30,>30,2,UpWork
9230,"Web, Mobile & Software Dev",Digital Marketing / Tech,Hourly,4/22/2025,,,>30,2,UpWork
9231,"Web, Mobile & Software Dev",AI & ML,Fixed price,4/22/2025,2.5,,,,UpWork
9232,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,30,<30,<1,UpWork
9233,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,18.5,<30,<1,UpWork
9234,"Web, Mobile & Software Dev",Software Engineering,Hourly,4/22/2025,,36,>30,>6,UpWork
9235,"Web, Mobile & Software Dev",AI & ML,Hourly,4/22/2025,,40,<30,<1,UpWork
9236,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,,<30,<1,UpWork
9237,"Web, Mobile & Software Dev",Data Science,Hourly,4/22/2025,,30,<30,<1,UpWork
9238,"Web, Mobile & Software Dev",AI & ML,Hourly,4/22/2025,,22.5,<30,<1,UpWork
9239,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,20,,,,UpWork
9240,"Web, Mobile & Software Dev",AI & ML,Fixed price,4/22/2025,200,,,,UpWork
9241,"Web, Mobile & Software Dev",AI & ML,Hourly,4/22/2025,,21,>30,2,UpWork
9242,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,100,,,,UpWork
9243,"Web, Mobile & Software Dev",AI & ML,Hourly,4/22/2025,,20,<30,<1,UpWork
9244,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,22.5,<30,<1,UpWork
9245,"Web, Mobile & Software Dev",DevOps,Fixed price,4/22/2025,50,,,,UpWork
9246,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,50,,,,UpWork
9247,"Web, Mobile & Software Dev",AI & ML,Hourly,4/22/2025,,30,<30,<1,UpWork
9248,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,22.5,<30,<1,UpWork
9249,"Web, Mobile & Software Dev",Mobile Development,Hourly,4/22/2025,,10,<30,<1,UpWork
9250,"Web, Mobile & Software Dev",Mobile Development,Hourly,4/22/2025,,10,<30,<1,UpWork
9251,"Web, Mobile & Software Dev",General IT Support,Hourly,4/22/2025,,20,<30,<1,UpWork
9252,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,35,<30,<1,UpWork
9253,"Web, Mobile & Software Dev",AI & ML,Hourly,4/22/2025,,15,<30,<1,UpWork
9254,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,400,,,,UpWork
9255,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,16,,,,UpWork
9256,"Web, Mobile & Software Dev",AI & ML,Hourly,4/22/2025,,25,<30,<1,UpWork
9257,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,25,,2,UpWork
9258,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,35,>30,>6,UpWork
9259,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,15,,,,UpWork
9260,"Web, Mobile & Software Dev",Mobile Development,Hourly,4/22/2025,,12.5,>30,>6,UpWork
9261,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,250,,,,UpWork
9262,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,150,,,,UpWork
9263,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,10,,,,UpWork
9264,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,5,,,,UpWork
9265,"Web, Mobile & Software Dev",AI & ML,Hourly,4/22/2025,,,<30,<1,UpWork
9266,"Web, Mobile & Software Dev",AI & ML,Fixed price,4/22/2025,15,,,,UpWork
9267,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,30,,,,UpWork
9268,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,2.5,,,,UpWork
9269,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,10,,,,UpWork
9270,"Web, Mobile & Software Dev",General IT Support,Hourly,4/22/2025,,40,>30,4.5,UpWork
9271,"Web, Mobile & Software Dev",Software Engineering,Hourly,4/22/2025,,15,>30,>6,UpWork
9272,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,33.5,<30,<1,UpWork
9273,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,6.5,>30,2,UpWork
9274,"Web, Mobile & Software Dev",Database Management,Fixed price,4/22/2025,25,,,,UpWork
9275,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,,>30,>6,UpWork
9276,"Web, Mobile & Software Dev",Mobile Development,Fixed price,4/22/2025,20,,,,UpWork
9277,"Web, Mobile & Software Dev",AI & ML,Hourly,4/22/2025,,22.5,<30,<1,UpWork
9278,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,,<30,<1,UpWork
9279,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,25,<30,<1,UpWork
9280,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,22.5,>30,2,UpWork
9281,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,20,<30,<1,UpWork
9282,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,80,,,,UpWork
9283,"Web, Mobile & Software Dev",Mobile Development,Hourly,4/22/2025,,,<30,<1,UpWork
9284,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,116.6,,,,UpWork
9285,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,50,,,,UpWork
9286,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,300,,,,UpWork
9287,"Web, Mobile & Software Dev",AI & ML,Hourly,4/22/2025,,40,<30,<1,UpWork
9288,"Web, Mobile & Software Dev",AI & ML,Hourly,4/22/2025,,17.5,<30,<1,UpWork
9289,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,200,,,,UpWork
9290,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,,<30,<1,UpWork
9291,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,22.5,<30,<1,UpWork
9292,"Web, Mobile & Software Dev",AI & ML,Hourly,4/22/2025,,19.5,<30,<1,UpWork
9293,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,0.5,,,,UpWork
9294,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,,,2,UpWork
9295,"Web, Mobile & Software Dev",AI & ML,Fixed price,4/22/2025,200,,,,UpWork
9296,"Web, Mobile & Software Dev",AI & ML,Hourly,4/22/2025,,26.5,<30,<1,UpWork
9297,"Web, Mobile & Software Dev",Mobile Development,Fixed price,4/22/2025,200,,,,UpWork
9298,"Web, Mobile & Software Dev",Database Management,Fixed price,4/22/2025,50,,,,UpWork
9299,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,22.5,<30,<1,UpWork
9300,"Web, Mobile & Software Dev",Software Engineering,Hourly,4/22/2025,,25,<30,<1,UpWork
9301,"Web, Mobile & Software Dev",Mobile Development,Hourly,4/22/2025,,33,>30,2,UpWork
9302,"Web, Mobile & Software Dev",General IT Support,Fixed price,4/22/2025,251,,,,UpWork
9303,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,,<30,<1,UpWork
9304,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,50,,,,UpWork
9305,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,50,,,,UpWork
9306,"Web, Mobile & Software Dev",AI & ML,Hourly,4/22/2025,,15,>30,>6,UpWork
9307,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,,<30,<1,UpWork
9308,"Web, Mobile & Software Dev",Mobile Development,Hourly,4/22/2025,,47.5,,2,UpWork
9309,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,400,,,,UpWork
9310,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,7.5,<30,<1,UpWork
9311,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,25,<30,<1,UpWork
9312,"Web, Mobile & Software Dev",AI & ML,Fixed price,4/22/2025,10,,,,UpWork
9313,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,,<30,<1,UpWork
9314,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,21,<30,<1,UpWork
9315,"Web, Mobile & Software Dev",AI & ML,Hourly,4/22/2025,,15,>30,>6,UpWork
9316,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,100,,,,UpWork
9317,"Web, Mobile & Software Dev",AI & ML,Fixed price,4/22/2025,150,,,,UpWork
9318,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,20,,,,UpWork
9319,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,22.5,,<1,UpWork
9320,"Web, Mobile & Software Dev",Cyber Security,Hourly,4/22/2025,,33.5,>30,>6,UpWork
9321,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,0.5,,,,UpWork
9322,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,50,>30,>6,UpWork
9323,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,,<30,<1,UpWork
9324,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,500,,,,UpWork
9325,"Web, Mobile & Software Dev",General IT Support,Hourly,4/22/2025,,22.5,<30,<1,UpWork
9326,"Web, Mobile & Software Dev",Web Development,Fixed price,4/22/2025,200,,,,UpWork
9327,"Web, Mobile & Software Dev",AI & ML,Hourly,4/22/2025,,,<30,<1,UpWork
9328,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,36,,2,UpWork
9329,"Web, Mobile & Software Dev",AI & ML,Fixed price,4/22/2025,500,,,,UpWork
9330,"Web, Mobile & Software Dev",Web Development,Hourly,4/22/2025,,15,<30,<1,UpWork
